gen,fit-avg,fit-std,fit-min,fit-max,pen-avg,pen-std,pen-min,pen-max,dog-avg,dog-std,dog-min,dog-max,shp-avg,shp-std,shp-min,shp-max
1,0.03933333333333333,0.043302553170813274,0.0,0.16666666666666666,0.4841420285305363,0.1828804119376958,0.056029756899780486,0.8362106744702898,0.5901888566471546,0.11245486449407763,0.17660932505379381,0.7560596947070818,0.38454533054974943,0.039564167955107296,0.30319299469881794,0.4902983100322303
2,0.04499999999999999,0.047929346148494686,0.0,0.20000000000000004,0.4492713342378584,0.1878615861787316,0.051336164561321396,0.7743619655967425,0.5686288455024846,0.13298326881064765,0.21142853239104564,0.7621195880998601,0.39320846823042627,0.044969575663116094,0.30972041868508776,0.49491600735495284
3,0.03133333333333333,0.03938978999125987,0.0,0.16666666666666666,0.44041370433545035,0.20182665435772318,0.038681398348204006,0.8474321924874483,0.5723292001161401,0.1473103551162645,0.11432418110523475,0.7951452580821651,0.3907855932195386,0.038526940326376775,0.3109726695052007,0.4823138819316453
4,0.04566666666666666,0.04822516632077765,0.0,0.2333333333333333,0.4253536312001789,0.1727406812899512,0.039951651740409135,0.8347237068113946,0.5855050720971003,0.13504856994200315,0.15389093117601918,0.7719077231722945,0.38835540912677446,0.03729129907321864,0.2994920285361727,0.4790597717789404
5,0.04366666666666666,0.041283572196859776,0.0,0.16666666666666666,0.4140291479491091,0.16906395432427881,0.03417115200991613,0.8152232112739783,0.5689198348002215,0.13596925296459508,0.15561044844004468,0.806276187569695,0.3842742980999017,0.043764190369988874,0.2884952973624538,0.48822073452483156
6,0.05233333333333332,0.04743533610201483,0.0,0.16666666666666666,0.4055851745504835,0.171255887351779,0.034073875459037374,0.8671855931063059,0.5763607361700857,0.13119997875649128,0.15618213284558663,0.7898674554879169,0.3862903078702977,0.03720673146180249,0.28258857517420205,0.46451695478394933
7,0.053,0.050792606636093106,0.0,0.26666666666666666,0.43058024205300227,0.16430736189470985,0.04456400235105298,0.7597910668064226,0.581611850508254,0.12862920410580272,0.17947805118465146,0.7942200399907945,0.37415360892802896,0.03875043925165729,0.3149171735514162,0.46629321074433033
8,0.048666666666666664,0.046048283838210996,0.0,0.2333333333333333,0.4285262519391512,0.18649338475541233,0.04852777761621499,0.9200933562011394,0.5744820082181912,0.12291983945619225,0.19021527992550294,0.7965696114897886,0.3823404861278772,0.036678834186614585,0.31228628486829485,0.4937530911380034
9,0.055,0.049074772881118195,0.0,0.20000000000000004,0.42895207644866656,0.20063844568533806,0.04662273114748879,0.8395607032635484,0.5751641759091107,0.1412094809218024,0.18846780920141526,0.8093901981610431,0.3907376313010839,0.03913562632416141,0.301600852757629,0.4675378110439996
10,0.050666666666666665,0.04909854037205859,0.0,0.20000000000000004,0.40018189779374624,0.16627082933844162,0.07098820793199524,0.7563516025666556,0.6013600448077294,0.10863454460267637,0.32613465413358184,0.7713728895304316,0.3827879043702953,0.037454769927672826,0.3105902901330002,0.49054546226559365
