gen,fit-avg,fit-std,fit-min,fit-max,pen-avg,pen-std,pen-min,pen-max,dog-avg,dog-std,dog-min,dog-max,shp-avg,shp-std,shp-min,shp-max,mrph-avg,mrph-std,mrph-min,mrph-max,cap-avg,cap-std,cap-min,cap-max
1,0.021155555555555552,0.022916876093319157,0.0,0.10888888888888888,0.49192620155784406,0.14372639894133227,0.21560913245715682,0.9062486575000467,0.6975522181091827,0.08939771561335057,0.46530051188289684,0.8617396990755383,0.3377081270516254,0.03594563338028394,0.2741354419751418,0.4288242128568125,0.5180512865763145,0.15176873535795643,0.22046386337206073,0.8430270874336739,0.03022222222222222,0.03273839441902737,0.0,0.15555555555555556
2,0.023177777777777776,0.021497642707406516,0.0,0.07777777777777777,0.4378486694380622,0.13437870868006438,0.206600714494772,0.9249387355022424,0.6693976732098228,0.09807807177237061,0.4395105799028471,0.875556445127132,0.3424497802837127,0.0348743506844246,0.25838009437586,0.44399794952989774,0.5537009142548557,0.15322331251808363,0.19937296809497873,0.9036089478565682,0.03311111111111111,0.030710918153437884,0.0,0.11111111111111112
3,0.02831111111111111,0.02170877958594428,0.0,0.12444444444444443,0.3728759690499787,0.13294320926132236,0.06211748528215541,0.6192082833590233,0.6401692056433496,0.1312838726106099,0.27086704939551165,0.8564840327881589,0.35085148738658867,0.034450853913107975,0.2814620810928089,0.4468328783554371,0.5497136270833104,0.1608493206532605,0.15033750587694095,0.9036089478565682,0.04044444444444444,0.031012542265634685,0.0,0.17777777777777778
4,0.024577777777777778,0.02168647527553851,0.0,0.12444444444444443,0.3701317927065347,0.12368444521528883,0.1372654166759107,0.5897946326774569,0.6489079005211991,0.12402487978851733,0.35441605508705126,0.8513896451232393,0.34738079636847863,0.03345500721974766,0.27454516853111915,0.43254498942261127,0.572038032112249,0.15353382591219333,0.20287127077946812,0.8827854611722185,0.03511111111111111,0.030980678965055016,0.0,0.17777777777777778
5,0.026911111111111108,0.02378067479755695,0.0,0.09333333333333332,0.35214819281547366,0.12195988280635842,0.15318011796913178,0.5776550328818627,0.6224319889932147,0.1274444014234251,0.36382984294957305,0.8427732065463921,0.3477906976973083,0.0320024266755626,0.2693075233949624,0.4154921861674546,0.5857596860402519,0.15237519299303182,0.18737365208747736,0.8324000237098444,0.03844444444444445,0.033972392567938506,0.0,0.13333333333333333
6,0.032355555555555554,0.023660813047612587,0.0,0.10888888888888888,0.32582612906199665,0.12394553025860167,0.1254484611895288,0.60904467793239,0.5892065383314019,0.14151760722102835,0.36165736481468946,0.8620917941795687,0.35699683841035634,0.037544215235487635,0.2811432431917244,0.43476051715180386,0.5707576819749531,0.17698494846278734,0.08899501023136185,0.8106397459363569,0.046222222222222206,0.033801161496589405,0.0,0.15555555555555556
7,0.032355555555555554,0.025906422293504417,0.0,0.12444444444444443,0.29376144199619886,0.12007781465842243,0.05249197227479052,0.5826028711571444,0.5584432159470132,0.12344835913527115,0.2610043007089719,0.8123412197717098,0.3629301078972598,0.03301213147403222,0.2827590292311771,0.4526752465429705,0.5578959240839712,0.18547671910454622,0.08899501023136185,0.8871285512484195,0.04622222222222222,0.03700917470500631,0.0,0.17777777777777778
8,0.030333333333333334,0.025118730407485773,0.0,0.10888888888888888,0.2688888608962343,0.10306222421582563,0.08907587372332927,0.6097006491938681,0.5352285544357582,0.10382930047021795,0.3374161146002792,0.8045864326732423,0.36674865780500665,0.03210469528376293,0.26741647500739146,0.4712579436503425,0.5740347182646207,0.16488736308615642,0.08899501023136185,0.8556037620146894,0.04333333333333332,0.03588390058212254,0.0,0.15555555555555556
9,0.03468888888888889,0.024482586404157486,0.0,0.10888888888888888,0.27343022638655495,0.11138939992445339,0.08956879526449156,0.6007850462447921,0.5303941375648653,0.10527606170045262,0.3318360981976973,0.9143871829669865,0.37337365878102785,0.02932308654487564,0.2727415029278999,0.45253310210348,0.5714136222358785,0.14798551824746312,0.058991801486027555,0.8160121034748129,0.04955555555555555,0.034975123434510695,0.0,0.15555555555555556
10,0.03437777777777777,0.02750255655905375,0.0,0.09333333333333332,0.2566980134566234,0.09998935393094012,0.08701957689389524,0.5565259577820372,0.5151489369105401,0.1104983759942136,0.3297363804587241,0.822648692722494,0.37370405969093573,0.028784817076380732,0.30084813573258173,0.43778176448269207,0.5757866715566793,0.13008102421890197,0.08899501023136185,0.7887592717934631,0.049111111111111105,0.03928936651293394,0.0,0.13333333333333333
