gen,fit-avg,fit-std,fit-min,fit-max,pen-avg,pen-std,pen-min,pen-max,dog-avg,dog-std,dog-min,dog-max,shp-avg,shp-std,shp-min,shp-max,mrph-avg,mrph-std,mrph-min,mrph-max,cap-avg,cap-std,cap-min,cap-max
1,0.022866666666666667,0.025342191433786194,0.0,0.09333333333333332,0.5164319493613554,0.1438310619191832,0.16131457035645203,0.8172702045096413,0.6259885501547998,0.07271227001867209,0.4514990547575022,0.7715877980940493,0.38298469481020314,0.03493460124493864,0.3035399762060106,0.4949461982546454,0.4812164190564507,0.13282281265819798,0.19132234479352428,0.7544766696193621,0.03266666666666667,0.036203130619694567,0.0,0.13333333333333333
2,0.031033333333333336,0.03267583204755466,0.0,0.13999999999999999,0.47209574099523943,0.1436547558387682,0.1512862615760298,0.8401194172152895,0.6291779583669684,0.08686541856143494,0.3343614631165137,0.7843324912162678,0.3813849706245637,0.039626509502642675,0.31025878728241146,0.512361029353844,0.4876136558277669,0.13672534969990072,0.1834869006195685,0.8026248177675103,0.04433333333333333,0.04667976006793523,0.0,0.19999999999999998
3,0.03196666666666666,0.03210432646510089,0.0,0.16333333333333333,0.44529536416493054,0.13745031973202781,0.13396329027099244,0.7863702739566207,0.6336942174319122,0.08871131495553787,0.40931436868145865,0.7880632688287005,0.3753322108234589,0.03029109550317764,0.3156857329456596,0.469988479323145,0.47003744032907396,0.14114006952814034,0.17465567812685764,0.8018614541117696,0.045666666666666654,0.045863323521572706,0.0,0.2333333333333333
4,0.03406666666666667,0.02884664432631443,0.0,0.13999999999999999,0.44173580295666753,0.1092147710225447,0.1609773178260497,0.7123541610677174,0.6381514832835541,0.07651780963894544,0.4174373443313508,0.781369707500199,0.3757678964535981,0.035871515833985734,0.30806193729543313,0.46667291242065395,0.4702181763717188,0.13102851853875366,0.1366976102841618,0.8046296296296296,0.04866666666666666,0.04120949189473491,0.0,0.20000000000000004
5,0.030566666666666666,0.02715001534683421,0.0,0.11666666666666665,0.4040542191185971,0.11608746498723865,0.15091390266280358,0.6611742481528653,0.6318442963926401,0.08210826471525888,0.4113917995298793,0.8117207914061783,0.3800614096261436,0.035533495827359506,0.2950640322993913,0.4866914797698471,0.4484468439813024,0.12914120250232447,0.19210495525254012,0.7410650044275539,0.04366666666666665,0.038785736209763166,0.0,0.16666666666666666
6,0.038266666666666664,0.0342165651890036,0.0,0.16333333333333333,0.37212011947288387,0.13000012843006234,0.13043221060794788,0.7996166358900644,0.6078899207353476,0.0929232411222816,0.37186444149052206,0.7888252023420524,0.37830442850136464,0.035386938327543034,0.3025728148989082,0.48419255385785775,0.46241748423546936,0.13363201457032184,0.1354043294781219,0.7215410002021257,0.05466666666666666,0.048880807412862284,0.0,0.2333333333333333
7,0.0441,0.03314565498590191,0.0,0.13999999999999999,0.33154792534284666,0.12879574823228898,0.12582420882839374,0.6892522180442455,0.5830217371392868,0.10077885547559941,0.3892973784757913,0.7786120079065478,0.37759958542822203,0.030959706571019624,0.2936497902959698,0.4503715131766439,0.49669425636901265,0.11438076001108652,0.23286731367599534,0.7851851851851852,0.063,0.04735093569414559,0.0,0.20000000000000004
8,0.04503333333333334,0.03480579453673387,0.0,0.11666666666666665,0.30165398372134955,0.12533797994204748,0.12488537882260949,0.5572612049897406,0.5597175670168516,0.09337315109764112,0.38332591012197015,0.7433047624028947,0.387728645382372,0.03088755471584959,0.31875868851353467,0.4717692875972052,0.4946166409200028,0.11341036075781975,0.16847845291278843,0.7317597551126761,0.06433333333333333,0.04972256362390553,0.0,0.16666666666666666
9,0.0504,0.03640598241437189,0.0,0.18666666666666665,0.30054853436811635,0.1283880199170009,0.12144839271135006,0.5743775746345533,0.5487825762205477,0.09485375614936352,0.3731467448747732,0.7308118241665126,0.3874003910832382,0.030910431457578623,0.2984928079858167,0.4627988647479743,0.5071781509324886,0.13368525254604013,0.22484441099061936,0.7965285798718725,0.07200000000000001,0.05200854630624555,0.0,0.26666666666666666
10,0.04783333333333333,0.03796599355563695,0.0,0.2333333333333333,0.2753552390537566,0.11289048660881705,0.11963174661998151,0.546361708740302,0.5414846462281594,0.09487208455059885,0.38336889351268333,0.7685341301503308,0.39015727585291293,0.025851687079857782,0.33290477266351,0.45860745357781757,0.5332347510752463,0.13361147833893994,0.19948617341679098,0.8445330617078602,0.06833333333333332,0.054237133650909944,0.0,0.3333333333333333
11,0.05296666666666667,0.04236847622676295,0.0,0.20999999999999996,0.25982755311778766,0.11426041300965016,0.12449784407712061,0.5307287686580602,0.5296161701811536,0.09548094615212695,0.351748924373428,0.7440111426711514,0.3922767969235752,0.028566575718186767,0.3257142405904372,0.44346118164263176,0.5652539465431916,0.13801718384222142,0.18586461399788332,0.8034028725841473,0.07566666666666666,0.06052639460966137,0.0,0.3
12,0.05273333333333333,0.034232473212174166,0.0,0.1633333333333333,0.24144156131120134,0.10296196828163141,0.1248440350067615,0.5749922360115199,0.5123341762467983,0.08850483585455855,0.3733841834879002,0.7525987235745882,0.3927402927578886,0.028988093319791013,0.3325807216371969,0.4848378218985452,0.5962148048071229,0.11824253021227922,0.2157831532115928,0.8219700961369737,0.07533333333333334,0.04890353316024882,0.0,0.23333333333333336
13,0.05506666666666665,0.036969897664631594,0.0,0.18666666666666665,0.22751107008287982,0.09707936044862474,0.1217956473802347,0.4618217101653019,0.5108225763487252,0.0892526632496138,0.3886006829849284,0.718297515327972,0.39333981709818516,0.026973055152453605,0.34113416815458963,0.4641526289685494,0.5914686683836,0.12105797595642702,0.3247814682439299,0.8240740740740741,0.07866666666666666,0.05281413952090229,0.0,0.26666666666666666
14,0.052733333333333327,0.03624110618866066,0.0,0.16333333333333333,0.21722911816502855,0.08780081147114567,0.1149695268278964,0.4457861620037032,0.5003616298769225,0.08668452859202723,0.36701687282241774,0.7081446272840918,0.3941131310270649,0.026800164513285596,0.31806461650038753,0.47124637163902533,0.591284717033417,0.12024741592731394,0.33887136864758444,0.8175925925925926,0.07533333333333332,0.0517730088409438,0.0,0.2333333333333333
15,0.057633333333333335,0.03826310959077365,0.0,0.20999999999999996,0.2007372064075045,0.08059146540997769,0.12346897324817428,0.39959465786871884,0.48394185668083933,0.07380267555849103,0.3901249898981634,0.6871942935126979,0.4001403550339668,0.025691726682954098,0.33388359055334244,0.4689115204516167,0.6140551934121998,0.1324610434064398,0.3113281140023129,0.8195141586709015,0.08233333333333333,0.05466158512967667,0.0,0.3
16,0.05086666666666666,0.035445168923282054,0.0,0.20999999999999996,0.18621064010368327,0.06179659392643235,0.11926742528755375,0.3902418050800435,0.4663905559465051,0.06603423722342296,0.35820674114887935,0.6374070165652835,0.401039824993935,0.024154658809867485,0.3269089171167426,0.46715937214026204,0.6351651884569569,0.12467189359613409,0.3651781772068527,0.8859083070856221,0.07266666666666666,0.05063595560468866,0.0,0.3
17,0.05949999999999999,0.035750291374103974,0.0,0.20999999999999996,0.22569288908228657,0.09793017905530625,0.1175026809177751,0.5218601662716081,0.5034738178702994,0.08283935054896649,0.37271662883575774,0.7356196170395082,0.395381569797261,0.02824524883404484,0.3181966710176189,0.45756772617701175,0.5805825360553621,0.1320558826613321,0.13934344039625832,0.8321995853366352,0.08499999999999998,0.05107184482014854,0.0,0.3
18,0.05553333333333334,0.034257910684168176,0.0,0.13999999999999999,0.22852956831107046,0.09071173911623018,0.1247445454779591,0.5016600658352363,0.5088110553378575,0.07676422855177144,0.3840686670266227,0.7392985108002942,0.3967426245462508,0.022917255384260208,0.3264062186033096,0.4513840034502572,0.5837765726062528,0.13030495356956007,0.20408684651472186,0.8639775061523046,0.07933333333333334,0.04893987240595454,0.0,0.20000000000000004
19,0.05716666666666667,0.03680089068970418,0.0,0.16333333333333333,0.2219175732327113,0.08563794314058114,0.11834921456275187,0.528726575188962,0.5013320345936628,0.07174555874908768,0.3911040847823702,0.7559766397364958,0.39484641376455215,0.02742297851592132,0.3171806689419427,0.46809701466377573,0.5849135854661459,0.11346079845996546,0.33314473688279056,0.8101851851851851,0.08166666666666667,0.05257270098529168,0.0,0.2333333333333333
20,0.05226666666666666,0.03494083888835845,0.0,0.13999999999999999,0.2219233258217473,0.08084570120648363,0.12242622142679944,0.4731018500407413,0.5067396502967224,0.06686613788434959,0.3544225434561412,0.6614588872948524,0.3927735823904354,0.02417614777591422,0.3232148906497008,0.44701794974617776,0.5869561227600859,0.12106069786323533,0.3252589957499551,0.8583333333333334,0.07466666666666666,0.04991548412622636,0.0,0.20000000000000004
21,0.05599999999999999,0.03733333333333333,0.0,0.18666666666666665,0.20587786360164587,0.07554562735977378,0.12287598300470849,0.5066301378446822,0.489654769090614,0.0739404892649396,0.3767415863607815,0.7359957855749256,0.3940325797167179,0.02306404866813495,0.343261468282588,0.4706291965385892,0.5958644966646364,0.13297460957762883,0.2536071210116945,0.8675925925925926,0.07999999999999999,0.05333333333333334,0.0,0.26666666666666666
