gen,fit-avg,fit-std,fit-min,fit-max,pen-avg,pen-std,pen-min,pen-max,dog-avg,dog-std,dog-min,dog-max,shp-avg,shp-std,shp-min,shp-max,mrph-avg,mrph-std,mrph-min,mrph-max,cap-avg,cap-std,cap-min,cap-max
1,0.0301,0.03418074506697204,0.0,0.18666666666666665,0.49975547008165966,0.14788025921505735,0.1159627826482652,0.893576805040016,0.6270638598728141,0.10606504581414242,0.29907853809418733,0.8105732674156524,0.38234931950575807,0.04198261848672086,0.29701380900374036,0.5067253032377707,0.49444030573386216,0.1526080589594872,0.15497745867877974,0.8320984283106726,0.043,0.04882963580996006,0.0,0.26666666666666666
2,0.027533333333333333,0.027879183791655177,0.0,0.11666666666666665,0.4761461445568542,0.12883149351940337,0.11623377037024148,0.7662830877293331,0.6419414391799592,0.10776802376515529,0.31453537027206996,0.7763559149285676,0.37986872331039706,0.03498879737882624,0.3155815954065612,0.500609003927622,0.49450057453565605,0.14020581215368763,0.15892395122101374,0.8217927176975257,0.03933333333333334,0.039827405416650266,0.0,0.16666666666666666
3,0.0322,0.028151258112797253,0.0,0.11666666666666665,0.43597073281536397,0.1344581589577405,0.08863820884831675,0.72148394997854,0.6341292236118539,0.1190511214004769,0.22457533552974365,0.8443028607992638,0.37775857741081464,0.03471701107326211,0.31917833463054235,0.5035281575257341,0.47652792898505614,0.1419826021831777,0.13793754047403925,0.8660508052616152,0.046,0.0402160830182818,0.0,0.16666666666666666
4,0.030566666666666666,0.029458275577501136,0.0,0.13999999999999999,0.38546958567721307,0.14798940704213437,0.0746666690669913,0.6237716448810099,0.580092136542253,0.14825063224231239,0.2138941760322528,0.842676311508692,0.3806083820156546,0.03775118111520139,0.30618035143292244,0.5100721168906873,0.4737716154598465,0.14178145948604812,0.10374004470560927,0.749280848996572,0.04366666666666665,0.04208325082500163,0.0,0.20000000000000004
5,0.04106666666666667,0.037204778665590195,0.0,0.20999999999999996,0.31341185676125527,0.1493072323989423,0.08055443023321146,0.6156373547985984,0.5166088709633757,0.16782571089835177,0.19932442809410944,0.7994947319685756,0.3886311367521769,0.04327102197986465,0.2948109277544753,0.48987214658094463,0.4801786305317944,0.14113923460671277,0.13793754047403925,0.8649679821128112,0.058666666666666666,0.053149683807985994,0.0,0.30000000000000004
6,0.044333333333333336,0.03652244363249656,0.0,0.18666666666666665,0.2648545256172191,0.1292890137498671,0.07875373902391496,0.5789850906643241,0.47103279490759414,0.15956924335160594,0.2052461967982695,0.8085960478306126,0.39786885475369993,0.04285348677668816,0.31932162503770145,0.4810617856069343,0.5116669300680833,0.15086661604301563,0.2181361257455776,0.8649679821128112,0.06333333333333332,0.0521749194749951,0.0,0.26666666666666666
7,0.04246666666666666,0.031196937171602098,0.0,0.16333333333333333,0.23325468403845057,0.12273537336096425,0.07089553892481056,0.5247412377611146,0.4276191769793215,0.15188754150446407,0.2033780926703942,0.7684644420328736,0.40141809404815526,0.044993975408493606,0.30881466569543753,0.5083452146863313,0.5395194345419133,0.1509622040234657,0.2216802491889348,0.8927457598905889,0.06066666666666665,0.04456705310228872,0.0,0.2333333333333333
8,0.04386666666666666,0.0360392378757746,0.0,0.18666666666666665,0.22095062202830731,0.1028044214507537,0.05356101989929207,0.5336632598097227,0.4152075616160368,0.13156701485145592,0.14693000134051346,0.7172492692550071,0.402250519998394,0.04601344293962523,0.31897733376690246,0.5118951270734972,0.5402364414528237,0.151651656404324,0.22566077861742187,0.8668198339646631,0.06266666666666666,0.05148462553682086,0.0,0.26666666666666666
9,0.04176666666666667,0.033860678604475065,0.0,0.16333333333333333,0.2433788932932005,0.10331983677829493,0.04642885434822112,0.5336756470491827,0.4449680549599443,0.13295868833615176,0.14249182597917562,0.7133396713513168,0.3927462028935034,0.04094803961664626,0.3222682345264846,0.5095879739338044,0.5604623455087429,0.1545437653042682,0.150420283487912,0.8014342098611286,0.05966666666666666,0.04837239800639295,0.0,0.23333333333333336
10,0.04666666666666667,0.03216278042154384,0.0,0.13999999999999999,0.21000174327256224,0.09121357455413175,0.07782121812095777,0.390189641851926,0.4168740470955932,0.12712194526304518,0.17857156845153013,0.636199581996283,0.40362436977354754,0.03909033984179425,0.3174677417472255,0.47368884234042685,0.5453217356495607,0.16974013588836662,0.150420283487912,0.8579156913426101,0.06666666666666667,0.04594682917363408,0.0,0.20000000000000004
11,0.05086666666666666,0.03665339153627002,0.0,0.1633333333333333,0.2067260109801791,0.09005210257757232,0.08145744048564219,0.4018146707580783,0.41062038178751237,0.11790598243023571,0.21565249483877924,0.6944806617958222,0.4050447334286333,0.037650338990260546,0.33261369477488323,0.46705897569527105,0.5468672711432044,0.18537466312196244,0.150420283487912,0.8814048124971917,0.07266666666666666,0.05236198790895717,0.0,0.23333333333333336
12,0.05413333333333334,0.035368284600126636,0.0,0.13999999999999999,0.20758546033058725,0.10189635430232005,0.08228742616646055,0.4680023205042541,0.40624869006501696,0.12393040144161926,0.1905784029503609,0.673994071809482,0.40552303909467596,0.04405947834634359,0.3145201388063004,0.4955249733471772,0.5397366697467837,0.18029010890415234,0.2002682295026922,0.8632554387444639,0.07733333333333334,0.050526120857323775,0.0,0.20000000000000004
13,0.053200000000000004,0.03974619478641949,0.0,0.20999999999999996,0.1910944329172169,0.09475627639318904,0.07969490514791004,0.47777736923068276,0.39087504084877284,0.12657032955826858,0.17938782005990092,0.7386275806528809,0.4085007967636765,0.04108835134012796,0.3248451046363994,0.5026692366873242,0.5291042208471949,0.18324896832128712,0.14520669668485112,0.8769618456158682,0.07599999999999998,0.056780278266313565,0.0,0.3
14,0.05576666666666666,0.041332943546549185,0.0,0.20999999999999996,0.19429318622012043,0.10205809120493949,0.0857068440378635,0.5420019406784692,0.39345659138060357,0.12429974234379103,0.24101422856817467,0.695297004041271,0.4072154963993225,0.041681348568664546,0.3073468428386441,0.4707475139770044,0.5219052929899723,0.18027122899208012,0.19761467704231908,0.9333333333333332,0.07966666666666666,0.059047062209355974,0.0,0.3
15,0.05086666666666667,0.032563169378916415,0.0,0.11666666666666665,0.19605525666217394,0.10703051309179273,0.06794781657048364,0.45296718484222626,0.39557099449633454,0.13099003110949434,0.21440514506205688,0.668351821392411,0.4142362307937869,0.0372703857094128,0.3295549747940317,0.4819636971330765,0.520992954756234,0.15978296967448455,0.2231767536000291,0.8873654362411892,0.07266666666666666,0.04651881339845203,0.0,0.16666666666666666
16,0.05366666666666666,0.03869395588747966,0.0,0.13999999999999999,0.18849753837468197,0.11322173795401276,0.07642237903918449,0.5663321329296809,0.38055366917418104,0.13167164255151412,0.22215418534042752,0.7720892281003363,0.41943411253822477,0.04143285013004641,0.33379235343194624,0.5041106840115787,0.48207451161650616,0.1670206840493875,0.13774977624849374,0.8994024732782262,0.07666666666666667,0.055277079839256664,0.0,0.20000000000000004
17,0.04876666666666666,0.037054479411326835,0.0,0.18666666666666665,0.17442126425996313,0.10374991526766084,0.07357730246410603,0.5260616330272345,0.3725095079728868,0.12661593532133225,0.2215145143804688,0.7567992973469556,0.417115800397341,0.03838352452444914,0.303660718026736,0.4923855653716511,0.4512168038598466,0.15175363881077328,0.13774977624849374,0.8282867409566421,0.06966666666666665,0.052934970587609764,0.0,0.26666666666666666
18,0.05763333333333333,0.03754492124257435,0.0,0.20999999999999996,0.16804776193438914,0.09306795802593304,0.07493916162968899,0.5540029844271621,0.3677407922069353,0.11980690061944206,0.2090601762335913,0.7055189631879726,0.4202517862352455,0.03874011666358869,0.3412361556575522,0.5225354236055318,0.43135852355279497,0.14526873918219088,0.13774977624849374,0.7658828300369924,0.08233333333333333,0.053635601775106234,0.0,0.30000000000000004
19,0.050633333333333336,0.03217208935293655,0.0,0.13999999999999999,0.15952242344206147,0.09322765228169287,0.07266228080102052,0.551378924514282,0.34816138511707245,0.11442279893972078,0.21101704634133656,0.6942721723996509,0.42633034946720355,0.040283229464911786,0.31313855256223744,0.5162486934475072,0.4473256251173596,0.1561430453123886,0.15718011301588758,0.7945865337406962,0.07233333333333332,0.04596012764705222,0.0,0.20000000000000004
20,0.05109999999999999,0.03829724388110571,0.0,0.16333333333333333,0.15501191826247832,0.08289050316957086,0.07324075894517638,0.510903450249387,0.3463182661353003,0.10839537923492312,0.19722029280916686,0.7280556524522844,0.4237308791763253,0.03462868860027614,0.3353227907214547,0.4917230835643737,0.4475147996589577,0.16497564005415216,0.016666666666666666,0.8787037037037037,0.073,0.05471034840157958,0.0,0.2333333333333333
21,0.05669999999999999,0.0403140311940038,0.0,0.16333333333333333,0.15220334954329653,0.0782134404502569,0.07149181414272017,0.5715727236914665,0.34752047510874184,0.09802940059941481,0.19477038086022314,0.783403442409556,0.4261145864166075,0.0335839956116742,0.32075115662337034,0.5016463699457797,0.4691493258925787,0.14003771432877632,0.1189343672671691,0.8462962962962962,0.08099999999999997,0.057591473134291124,0.0,0.2333333333333333
22,0.05156666666666666,0.037954519566917914,0.0,0.13999999999999999,0.14053456413645174,0.07025791375360095,0.07353939957126503,0.48289472178336473,0.33115163217948707,0.09416831033052568,0.21982141491412588,0.7344677984389252,0.4254011434296578,0.03386187619482416,0.3016071475683348,0.49311121915693285,0.46009221894612895,0.13107694279679313,0.20624273232545665,0.8250000000000001,0.07366666666666666,0.054220742238454175,0.0,0.20000000000000004
23,0.05249999999999999,0.03466786856890845,0.0,0.13999999999999999,0.15042831499581202,0.07887414602390312,0.07356446412736085,0.5223337320605049,0.34140194272493896,0.09466596866030412,0.2181210832359577,0.7124126784554773,0.4266836465257334,0.0333213282385359,0.31010195817736924,0.503224984888854,0.43689755742687664,0.13446050230291112,0.14390429699068066,0.8250000000000001,0.075,0.04952552652701209,0.0,0.19999999999999998
24,0.052033333333333334,0.03998859559646697,0.0,0.18666666666666665,0.1707098450045411,0.09868059626815,0.06827289799946595,0.5579754132977205,0.3669373650584251,0.118995384488187,0.19615570010495856,0.7085972851081173,0.41961371316237167,0.04009100781229762,0.308716530406074,0.5182676910859274,0.4331838176185842,0.1346883260110896,0.08742762673943538,0.7972222222222222,0.07433333333333332,0.05712656513780997,0.0,0.26666666666666666
25,0.05366666666666666,0.039391200370979644,0.0,0.16333333333333333,0.15165478932234275,0.06958226375190951,0.07928823315842588,0.43706691667799974,0.350014812932457,0.09777502498053287,0.21730194420018167,0.7076149071332566,0.42316071883300993,0.0352107106691487,0.32977930216655055,0.5004114588574845,0.43691988050430025,0.12928881546355,0.20024168203558176,0.7972222222222222,0.07666666666666665,0.05627314338711378,0.0,0.23333333333333336
26,0.05319999999999998,0.037490502501003865,0.0,0.13999999999999999,0.16583347563753958,0.08252594114858554,0.07449613205515614,0.46866093532577474,0.37428595370090734,0.11275433729056011,0.2339840557224302,0.7059991086779079,0.4188601053386985,0.038451696240455954,0.3294684722339264,0.49659116193244485,0.4583200933721504,0.1390374770872246,0.2067010515693429,0.7864206647638202,0.076,0.05355786071571982,0.0,0.20000000000000004
27,0.05063333333333333,0.033822067089730366,0.0,0.13999999999999999,0.1720674948711633,0.08441002024684971,0.09140356051117521,0.5570035377330808,0.3876462183028815,0.10572406966136126,0.22148994901238503,0.6713288766690595,0.41715302749653455,0.032803631211475934,0.331216804696339,0.4745710181816629,0.43722183079352983,0.14096350564129773,0.14684201250865545,0.8064814814814815,0.07233333333333332,0.048317238699614816,0.0,0.19999999999999998
