gen,fit-avg,fit-std,fit-min,fit-max,pen-avg,pen-std,pen-min,pen-max,dog-avg,dog-std,dog-min,dog-max,shp-avg,shp-std,shp-min,shp-max
1,0.036333333333333336,0.03623840810827957,0.0,0.13333333333333333,0.5155339338799417,0.16971830098633506,0.08676367926462547,0.8474342216760009,0.5799973052444191,0.10731612391123342,0.17022600941741603,0.745760444848156,0.3856093131365529,0.03976106705105899,0.3096846494403888,0.524499246304336
2,0.035333333333333335,0.04590327996027203,0.0,0.16666666666666666,0.4940222986375439,0.146962309035083,0.04260410578611865,0.7742873135578293,0.6100362175004377,0.10470281768104428,0.1257115935203902,0.7908210995177304,0.37739952924988407,0.039886859333061485,0.30328561552730054,0.4961815080825609
3,0.04066666666666666,0.04584514999187786,0.0,0.2333333333333333,0.4637665656304564,0.164090444006368,0.10943802998791402,0.8127911199995892,0.5814736637660578,0.10758465297374357,0.2818696478541967,0.7503740805741588,0.38425962678007936,0.036185378610438544,0.3032116376713845,0.5069759009726832
4,0.05366666666666666,0.054138710734556644,0.0,0.2333333333333333,0.44119549997717494,0.1776611797223785,0.09347115333292948,0.8733499366497705,0.57695184025969,0.11313070695842375,0.22169363230151937,0.7576332920899738,0.38109132177057964,0.03666353470105529,0.2983579177754074,0.46638814111525223
5,0.05333333333333332,0.050332229568471665,0.0,0.20000000000000004,0.43061703150887704,0.18923755354741476,0.07765974068867725,0.82925826073906,0.554530085069057,0.12266298031768577,0.18037106912723364,0.8107819677424327,0.38680587265867156,0.034855141135704114,0.3089888307202209,0.4695890197647763
6,0.05533333333333333,0.06077645743030583,0.0,0.3,0.44333971217398244,0.168415235563001,0.1083294386190188,0.8277911243550246,0.5776109984650568,0.11278633871812385,0.27256175684142053,0.8063047564568254,0.3809537337727661,0.03571901631142174,0.27902292189634254,0.5480033575196727
7,0.07400000000000001,0.06692948196090834,0.0,0.26666666666666666,0.40011380601651525,0.19833633524293645,0.05585573073968553,0.8665437988052727,0.5288560660113815,0.12199060867355051,0.18829691670743506,0.7859904127788934,0.3816439543907966,0.042802650858124514,0.2892848785993577,0.4943068957396363
8,0.06966666666666665,0.05870737224195575,0.0,0.2333333333333333,0.3990618832366868,0.19322356726297574,0.04302367836843731,0.8793601033664342,0.5307610712189026,0.12177657186808834,0.194189668745424,0.770020754284294,0.3760017312452932,0.0427136580620725,0.29327037372645776,0.48305450977853087
9,0.081,0.06819172318625707,0.0,0.3,0.39973854736587655,0.1819136309699244,0.061314118850362566,0.7563076972120442,0.5463718316320894,0.12453074680079969,0.16135016314493536,0.7882010749925169,0.3734356031450819,0.04014093248883891,0.29016496826782084,0.4773402008145234
10,0.08199999999999999,0.0710899274002849,0.0,0.3333333333333333,0.41079417899056686,0.20056949559916007,0.03283679077470427,0.7877234656600761,0.5197177899495774,0.13554262856376756,0.13134857530118071,0.7873009641461325,0.37790985253723014,0.04792927990804577,0.2879563729218701,0.4828855300494559
11,0.06699999999999999,0.05915985876326016,0.0,0.26666666666666666,0.4439808888045924,0.1836569641185096,0.03787675996517275,0.7725597128178521,0.5484888687642084,0.11269381813062462,0.1808536462649022,0.758280650680388,0.3745429186347269,0.043478552327732636,0.27511449527741105,0.4962005350349092
12,0.08266666666666664,0.07279804637183304,0.0,0.3,0.4484704504007264,0.1740684872098846,0.03340822423111489,0.8055513365056312,0.5581020814417816,0.10428527497072729,0.12487420799062665,0.7690343615797041,0.3778566718741909,0.04004333179093166,0.2855951079971575,0.4766212989758509
13,0.09133333333333331,0.07251360025693264,0.0,0.3,0.42356705349006707,0.1809870890992005,0.09111466711910603,0.8578394346446414,0.5500624844163443,0.11115750537557721,0.2614404557571538,0.7719768324423638,0.3681283022095302,0.04338430486643442,0.262876013802032,0.4963969479605533
14,0.07399999999999998,0.07173717461834013,0.0,0.4666666666666666,0.4047718605826477,0.19147069975072648,0.052646603683122954,0.8613545177642226,0.5252632251325694,0.13189111973651088,0.2358624592958408,0.790939990277734,0.3732225223628645,0.0457299355972694,0.2576326866313467,0.45797382306580553
15,0.08033333333333331,0.06897584118129091,0.0,0.3666666666666667,0.3866364520789191,0.18771500293095486,0.07366586007677119,0.8849372937434116,0.5234789076344818,0.1327844246388443,0.2620492943892263,0.7734869724928529,0.3773071655938029,0.049240181939425275,0.2061123982631103,0.4794130677027512
16,0.09766666666666668,0.06948301151280713,0.0,0.3333333333333333,0.36867633566479424,0.18259210123623687,0.07811835207974216,0.7942092488849951,0.5260894558754625,0.1241942263693417,0.22828137985989982,0.789775329584593,0.3733763690496015,0.05350831351212375,0.21466052525221735,0.4647879114234665
17,0.08266666666666668,0.07310266752998827,0.0,0.4000000000000001,0.3516270937430565,0.16308940265036448,0.07480253019183987,0.7764661207623552,0.525062524658349,0.11640545621088817,0.24450273305526346,0.7208316913028753,0.3719726015397765,0.04783645049160614,0.2423146276320224,0.45265288518640373
18,0.09866666666666665,0.06665333199973326,0.0,0.3,0.38029826267835654,0.16826464786173315,0.07758704084263562,0.8411471551914623,0.5313655908768261,0.10389032061281422,0.26530207974800285,0.7609562837026488,0.3715714428929778,0.04835968330192172,0.23016260585788792,0.46617854618260784
19,0.10566666666666663,0.08014639383306303,0.0,0.3333333333333333,0.3778327607270457,0.14859678887275574,0.08392852147905461,0.7307335270053178,0.5555584574598925,0.08770602936893988,0.323941982196692,0.7438053942080408,0.3648702655436139,0.0553815705939754,0.22244407659712115,0.45382608400863617
20,0.12566666666666665,0.07801068302909972,0.0,0.3333333333333333,0.36404702300942693,0.15512358852124536,0.08225602291853822,0.7728583315131755,0.5360266879699618,0.10104699748133023,0.24963103966581346,0.7176780005501895,0.3637318537796699,0.05522246579485146,0.20886313877846208,0.4825439956980297
21,0.12233333333333332,0.07931022072287475,0.0,0.3333333333333333,0.35325621846303334,0.15580460285100795,0.08595505077891823,0.8102927546727038,0.5280862063314185,0.10868613451360705,0.25828133827812444,0.7178009184787157,0.37397534946199534,0.049754438732418534,0.20094622491734696,0.47200905796590514
