gen,fit-avg,fit-std,fit-min,fit-max,pen-avg,pen-std,pen-min,pen-max,dog-avg,dog-std,dog-min,dog-max,shp-avg,shp-std,shp-min,shp-max
1,0.025333333333333333,0.025341129404708326,0.0,0.1111111111111111,0.49914234436000193,0.16275441391715792,0.059716326754631434,0.8726153911085796,0.6475294498115567,0.12495926968955115,0.24000975972142632,0.8810277422209137,0.34184043603489983,0.03988228318495569,0.26439845498044906,0.4388659981908763
2,0.03133333333333333,0.028300852842360388,0.0,0.11111111111111112,0.4673689235197242,0.17986175069272756,0.035114602892778096,0.8591154327840163,0.6297745923511289,0.13709207393345302,0.13903252681078745,0.8377394870778857,0.3469563587732022,0.04294759099503424,0.26924302341667944,0.5033586411926098
3,0.03155555555555555,0.027067359961929084,0.0,0.1111111111111111,0.4372041049996884,0.1750990950516403,0.0288094144622919,0.8178442810736376,0.6229915300593476,0.14427636430771867,0.12606612167898804,0.8491624025736565,0.3488536487027739,0.03946940501142576,0.26641180890965943,0.4728008666071302
4,0.03666666666666666,0.03101174608211747,0.0,0.13333333333333333,0.4130950668291152,0.16232306103861735,0.03235567502894944,0.8145320380190296,0.6188043031168533,0.12821875670789812,0.1346874758010728,0.8512865559469747,0.34375433992795257,0.036192219013629644,0.2798511251340436,0.4704624084959866
5,0.03311111111111111,0.034209954511140776,0.0,0.13333333333333333,0.4183367771363701,0.18125413413605257,0.05393080953925796,0.8301607849049546,0.6132109369399953,0.1174608863958468,0.27271156382409467,0.83421796409136,0.35472759264326986,0.03697290151410474,0.28308693524992995,0.4570680128281878
6,0.044444444444444425,0.03678432301610411,0.0,0.15555555555555556,0.39630801220591566,0.18259479293675934,0.04751658176185173,0.8326698353570027,0.5943844935504266,0.11903017351982358,0.322045003684892,0.8540039122758332,0.35102287495518203,0.04559577942668853,0.2658015784482187,0.5063033729735821
7,0.040222222222222215,0.03153598767310957,0.0,0.15555555555555556,0.3954356844582142,0.1651386945499055,0.054960454473401865,0.7617251042317847,0.598142771325499,0.13264278040062213,0.22778554426957054,0.8712036422985744,0.34886536189211914,0.03757129492430281,0.24930844957363063,0.43402643652833967
8,0.04844444444444444,0.042441535676943684,0.0,0.2222222222222222,0.3984883387313863,0.15557509987981377,0.043905089126776785,0.8081308853244497,0.6274575710179277,0.12843573431239633,0.2062660701806872,0.8560921186147109,0.34795431986941117,0.03285920212638791,0.2809683446979511,0.41977158350509813
9,0.0491111111111111,0.04076975397897531,0.0,0.17777777777777778,0.403322442625343,0.16953621981042916,0.05469658246785369,0.918761930890491,0.6395678013302692,0.11919205182245973,0.22194538205338718,0.8987564349676583,0.3470990152120783,0.038405456005234415,0.24926239691150745,0.4924285043144258
10,0.05488888888888889,0.04066788097762012,0.0,0.1777777777777778,0.35262326267841115,0.14412367609752785,0.051931897099638503,0.731630848634297,0.6275205465122797,0.12231860967628282,0.17443982739834718,0.8150330047138779,0.34888386975139524,0.04044368163474527,0.25185788225590633,0.43447518589636397
