mode,environment,dogs,gen,dog-avg,dog-max,dog-min,dog-std,fit-avg,fit-max,fit-min,fit-std,pen-avg,pen-max,pen-min,pen-std,shp-avg,shp-max,shp-min,shp-std,cap-avg,cap-max,cap-min,cap-std,mrph-avg,mrph-max,mrph-min,mrph-std
fixed,field,15dogs,45,0.6203935398178659,0.7643511940676564,0.36901762239596575,0.06429011647399986,0.3381555555555555,0.6066666666666667,0.00555555555555555,0.1245682226773479,0.3241106977386351,0.6621042985378196,0.1312537698394946,0.0784974842750354,0.28664465795184685,0.39524089020151365,0.22076687938440584,0.03294439618289427,,,,,,,,
fixed,field,15dogs,46,0.621706833716024,0.779156258578887,0.38529262038285994,0.06395383258156914,0.34296666666666664,0.5855555555555555,0.00999999999999999,0.12187882354522957,0.3253836138225937,0.6664602650914871,0.14004076219582268,0.07793727152428985,0.2866689238166715,0.4006276814125222,0.21543048682901872,0.033031643250316364,,,,,,,,
fixed,field,15dogs,47,0.6248261116875429,0.778549823921743,0.39181498575236096,0.06546619250130332,0.34509999999999996,0.6,0.006666666666666659,0.12499033864178863,0.3266438231972167,0.6555448430264053,0.14148576470061175,0.0784997926005582,0.2869897049033626,0.3988255637360246,0.21907913120080721,0.03259203763524699,,,,,,,,
fixed,field,15dogs,48,0.6254276232013397,0.7734069910728705,0.40914784222585643,0.06246817338258613,0.3523777777777778,0.6233333333333333,0.00555555555555555,0.1241413374733826,0.3250054650291683,0.6660682271403697,0.15782007560412742,0.07799072474799669,0.2864353216040259,0.3912966584615504,0.22372564825838775,0.031302541384466726,,,,,,,,
fixed,field,15dogs,49,0.6247440577482244,0.7730466887281269,0.37301643895037784,0.065467723305484,0.34962222222222217,0.6088888888888888,0.00222222222222222,0.12364577492823059,0.32728551286568736,0.709797487941708,0.1431705196087855,0.08576929780827616,0.28494524990752995,0.393333476092121,0.21812139764539923,0.032547280687158814,,,,,,,,
fixed,field,15dogs,50,0.6282224353472895,0.7858867883689605,0.4233084668819809,0.06241520557961856,0.35505555555555557,0.6033333333333333,0.006666666666666659,0.12259692985880163,0.33145868646262766,0.6914954719975598,0.16833400458497277,0.08169100703874854,0.2834297366952024,0.3941264190729702,0.21156540516950556,0.03218917712798861,,,,,,,,
fixed,field,15dogs,51,0.628191930558722,0.7821728654372639,0.3824361845738573,0.0658530952491159,0.35184444444444446,0.6055555555555555,0.00444444444444444,0.1277914791573465,0.3303572289610198,0.6776473711436637,0.13447728627336766,0.09014986202598355,0.2854631324505543,0.3984860309241057,0.2136225395075065,0.03405410829565996,,,,,,,,
fixed,field,15dogs,52,0.6255335403070098,0.7750595333843416,0.36574345505479544,0.06662306410541653,0.35787777777777774,0.6344444444444444,0.009999999999999995,0.12950239182303877,0.32525797675922996,0.6644063122804595,0.12189211683992687,0.08331582013998576,0.28510893112768176,0.3991332884701436,0.21645151284479475,0.033570524067451334,,,,,,,,
fixed,field,15dogs,53,0.6233674347622892,0.7740893735199584,0.37249166322642246,0.06537355933295408,0.3636777777777777,0.6122222222222222,0.0111111111111111,0.1277265521262215,0.3215111822899094,0.6538687244958308,0.13655427942300652,0.08222823826225814,0.2854340518848808,0.3913583531400296,0.2139122117562809,0.031529227403833994,,,,,,,,
fixed,field,15dogs,54,0.6254602293944569,0.7752641050087207,0.3827068411984512,0.06734661144087126,0.3633222222222222,0.63,0.00777777777777777,0.1288423732634159,0.32038771169180685,0.6722560317788732,0.1442541325443295,0.083512959362836,0.2843662541641442,0.40618181072487536,0.2157711848840206,0.033054940357128595,,,,,,,,
