group,metric,count,mean,std,min,max
ice_mud_low__20dogs,shp-max,20,0.4718696984480707,0.038719057797629595,0.4061880100843518,0.5485737871452665
ice_mud_low__20dogs,shp-min,20,0.2730275233198497,0.02139105546792001,0.226750430531369,0.30872758536185035
ice_mud_low__20dogs,shp-std,20,0.037036685634496865,0.00699638884411536,0.025628189153244267,0.050260157371220804
mud__15dogs,cap-avg,15,0.06462222222222222,0.013767786102216238,0.05133333333333333,0.10555555555555554
mud__15dogs,cap-max,15,0.19111111111111112,0.03700739554606458,0.13333333333333333,0.26666666666666666
mud__15dogs,cap-min,15,0.0,0.0,0.0,0.0
mud__15dogs,cap-std,15,0.04127887216970008,0.0057321902078202105,0.033797508856989324,0.05607534613753574
mud__15dogs,dog-avg,20,0.5444872884685735,0.11046058385749839,0.31236121845283693,0.7414044420357234
mud__15dogs,dog-max,20,0.7745211753195829,0.046729077901397124,0.7063027682721051,0.880220741881152
mud__15dogs,dog-min,20,0.39928423500072496,0.110726651137775,0.19194993215220613,0.6340034754726619
mud__15dogs,dog-std,20,0.062168002012012134,0.022137019633006783,0.03829216760552968,0.13514887082255975
mud__15dogs,fit-avg,20,0.15348222222222221,0.18854300070819227,0.03593333333333334,0.5297777777777778
mud__15dogs,fit-max,20,0.2781111111111111,0.25129224047601784,0.09333333333333332,0.7555555555555555
mud__15dogs,fit-min,20,0.0,0.0,0.0,0.0
mud__15dogs,fit-std,20,0.05961947780756766,0.05351058959950152,0.023658256199892525,0.16359706598836055
mud__15dogs,gen,20,100.0,0.0,100.0,100.0
mud__15dogs,mrph-avg,15,0.645563465445257,0.07688398608679875,0.4592759430345872,0.7451451378974905
mud__15dogs,mrph-max,15,0.8640665064739317,0.05633096785763094,0.7476398882791028,0.9798233754996467
mud__15dogs,mrph-min,15,0.34700397754498924,0.06963047625724918,0.21203703703703702,0.48950542505048517
mud__15dogs,mrph-std,15,0.1140440784075411,0.014625472784637179,0.08878887529174455,0.13842846810513265
mud__15dogs,pen-avg,20,0.2553329174787458,0.09389874451352423,0.09331200755811024,0.49999103094761915
mud__15dogs,pen-max,20,0.5416433021437443,0.11456998153908295,0.31530025184954397,0.8177012191952168
mud__15dogs,pen-min,20,0.1453598159153106,0.07140113056349459,0.04417855323475775,0.3319329797258635
mud__15dogs,pen-std,20,0.059251662195024035,0.01792018710168043,0.02969875789272941,0.0918863959931409
mud__15dogs,shp-avg,20,0.3453765261300003,0.04339159153460984,0.26206775955846634,0.4068511890166581
mud__15dogs,shp-max,20,0.43037622952562343,0.02809930680319217,0.37787434739835196,0.4822540310183439
mud__15dogs,shp-min,20,0.276877648168988,0.04012736196460823,0.186634380109477,0.3198723855321736
mud__15dogs,shp-std,20,0.026567449107361685,0.004399088286319248,0.021233138775002897,0.034790726924508096
mud__20dogs,cap-avg,15,0.09199999999999998,0.021717717634670067,0.06699999999999999,0.15333333333333332
mud__20dogs,cap-max,15,0.2777777777777778,0.08043093809268381,0.19999999999999998,0.5333333333333333
mud__20dogs,cap-min,15,0.0022222222222222222,0.00831479419283098,0.0,0.03333333333333333
mud__20dogs,cap-std,15,0.05763971191458122,0.009096432920962233,0.04509249752822894,0.08
mud__20dogs,dog-avg,20,0.49323184074003734,0.11841007913486326,0.2713018132674495,0.6755092765271449
mud__20dogs,dog-max,20,0.6718315929869141,0.0774773263345374,0.5012904631834054,0.7883010040538966
mud__20dogs,dog-min,20,0.35044828032781655,0.12083194491351863,0.14404658244096746,0.5635862649391324
mud__20dogs,dog-std,20,0.05425666530813427,0.01597214986021914,0.03458258247785493,0.09134294592396427
mud__20dogs,fit-avg,20,0.196,0.23145359338080904,0.046900000000000004,0.6903333333333334
mud__20dogs,fit-max,20,0.37416666666666665,0.316596264103739,0.13999999999999999,1.0
mud__20dogs,fit-min,20,0.0011666666666666665,0.005085382100797451,0.0,0.02333333333333333
mud__20dogs,fit-std,20,0.07848156124297428,0.0688169132180838,0.03156474826976025,0.25648283459998733
mud__20dogs,gen,20,100.0,0.0,100.0,100.0
mud__20dogs,mrph-avg,15,0.614921163485937,0.07952453370776148,0.4300601401946577,0.7305370944774436
mud__20dogs,mrph-max,15,0.8731767157191636,0.06970176667380035,0.7650610089126605,0.9822038408055893
mud__20dogs,mrph-min,15,0.3133256528094484,0.09405357493150542,0.08218393778531828,0.4439721142452573
mud__20dogs,mrph-std,15,0.11496660661143947,0.015477474727921993,0.09141263561431291,0.1415649671455415
mud__20dogs,pen-avg,20,0.29794030256348464,0.15359471122876392,0.10812146175635438,0.7202765824866649
mud__20dogs,pen-max,20,0.4756870432900694,0.16914868732109783,0.24537054860786386,0.8736574695304302
mud__20dogs,pen-min,20,0.19781824886800378,0.1557932201151203,0.03872247618861157,0.6476266768323069
mud__20dogs,pen-std,20,0.04529947050635465,0.024270599361969483,0.012057855101034262,0.10240725858132815
mud__20dogs,shp-avg,20,0.3839484163487202,0.030519957717111416,0.3391754097020668,0.4393580144765154
mud__20dogs,shp-max,20,0.4612057973927084,0.03275300906404735,0.40206450459618015,0.5333544517981915
mud__20dogs,shp-min,20,0.31541964235092457,0.035109137327086724,0.2416972940896102,0.367338185405992
mud__20dogs,shp-std,20,0.027944702850084983,0.006049403750089111,0.021666966462435475,0.04429672628520972
