### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,428,288,72.7731,0,255,0,0,100,1,1
1,231,477,85.8264,0,255,0,0,100,1,1
2,489,276,143.143,0,255,0,0,100,1,1
3,141,300,123.573,0,255,0,0,100,1,1
4,438,262,61.9343,0,255,0,0,100,1,1
5,510,487,63.6301,0,255,0,0,100,1,1
6,132,106,77.8258,0,255,0,0,100,1,1
7,311,448,-148.687,0,255,0,0,100,1,1
8,18,357,-71.8984,0,255,0,0,100,1,1
9,474,171,-104.379,0,255,0,0,100,1,1
10,122,138,108.096,0,255,0,0,100,1,1
11,303,569,-116.991,0,255,0,0,100,1,1
12,445,329,-120.902,0,255,0,0,100,1,1
13,330,53,174.577,0,255,0,0,100,1,1
14,516,469,59.6621,0,255,0,0,100,1,1
15,129,463,-2.9088,0,255,0,0,100,1,1
16,423,334,170.432,0,255,0,0,100,1,1
17,290,44,85.9941,0,255,0,0,100,1,1
18,36,98,77.4889,0,255,0,0,100,1,1
19,441,422,155.297,0,255,0,0,100,1,1
20,37,537,-50.369,0,0,255,0,100,1,1
21,131,417,61.5597,0,0,255,0,100,1,1
22,437,462,-151.651,0,0,255,0,100,1,1
23,410,569,-171.762,0,0,255,0,100,1,1
24,447,367,47.6217,0,0,255,0,100,1,1
25,19,536,-50.5372,0,0,255,0,100,1,1
26,501,344,151.897,0,0,255,0,100,1,1
27,223,496,120.992,0,0,255,0,100,1,1
28,510,566,106.961,0,0,255,0,100,1,1
29,222,104,-148.391,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
