### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,286,492,-28.4182,0,255,0,0,100,1,1
1,225,507,151.373,0,255,0,0,100,1,1
2,337,508,158.315,0,255,0,0,100,1,1
3,364,388,-97.8788,0,255,0,0,100,1,1
4,194,553,123.074,0,255,0,0,100,1,1
5,139,391,23.1839,0,255,0,0,100,1,1
6,354,518,10.3716,0,255,0,0,100,1,1
7,84,26,88.2609,0,255,0,0,100,1,1
8,214,141,31.563,0,255,0,0,100,1,1
9,179,106,-77.747,0,255,0,0,100,1,1
10,507,318,2.00282,0,255,0,0,100,1,1
11,490,399,-21.5357,0,255,0,0,100,1,1
12,551,221,106.774,0,255,0,0,100,1,1
13,254,41,146.311,0,255,0,0,100,1,1
14,47,366,113.195,0,255,0,0,100,1,1
15,50,503,93.2721,0,255,0,0,100,1,1
16,156,297,-122.314,0,255,0,0,100,1,1
17,113,244,130.037,0,255,0,0,100,1,1
18,438,64,-17.8602,0,255,0,0,100,1,1
19,387,566,-55.5879,0,255,0,0,100,1,1
20,202,150,39.2121,0,0,255,0,100,1,1
21,461,482,75.0029,0,0,255,0,100,1,1
22,184,251,-30.58,0,0,255,0,100,1,1
23,79,166,-178.8,0,0,255,0,100,1,1
24,258,85,-62.0715,0,0,255,0,100,1,1
25,162,360,-141.395,0,0,255,0,100,1,1
26,476,537,-83.155,0,0,255,0,100,1,1
27,87,384,-62.9695,0,0,255,0,100,1,1
28,415,369,145.209,0,0,255,0,100,1,1
29,92,361,-173.354,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
