### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,484,311,76.2426,0,255,0,0,100,1,1
1,30,281,-115.442,0,255,0,0,100,1,1
2,19,486,118.249,0,255,0,0,100,1,1
3,545,285,-159.052,0,255,0,0,100,1,1
4,171,229,10.0341,0,255,0,0,100,1,1
5,192,373,-86.9989,0,255,0,0,100,1,1
6,361,416,12.0332,0,255,0,0,100,1,1
7,108,86,143.133,0,255,0,0,100,1,1
8,63,81,16.7169,0,255,0,0,100,1,1
9,258,490,121.495,0,255,0,0,100,1,1
10,551,21,-114.858,0,255,0,0,100,1,1
11,66,328,94.4969,0,255,0,0,100,1,1
12,543,31,-121.075,0,255,0,0,100,1,1
13,351,195,13.0624,0,255,0,0,100,1,1
14,192,422,-5.64748,0,255,0,0,100,1,1
15,534,218,161.739,0,255,0,0,100,1,1
16,381,159,176.691,0,255,0,0,100,1,1
17,136,383,-77.9579,0,255,0,0,100,1,1
18,509,19,-24.6802,0,255,0,0,100,1,1
19,269,100,79.758,0,255,0,0,100,1,1
20,393,80,-66.1197,0,0,255,0,100,1,1
21,544,154,-172.767,0,0,255,0,100,1,1
22,413,309,2.67136,0,0,255,0,100,1,1
23,33,107,-59.9379,0,0,255,0,100,1,1
24,35,304,18.2005,0,0,255,0,100,1,1
25,464,284,-104.772,0,0,255,0,100,1,1
26,568,73,-152.654,0,0,255,0,100,1,1
27,324,572,82.1738,0,0,255,0,100,1,1
28,242,21,28.0551,0,0,255,0,100,1,1
29,50,356,10.7304,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
