### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,43,297,124.15,0,255,0,0,100,1,1
1,410,34,1.83106,0,255,0,0,100,1,1
2,464,302,4.69283,0,255,0,0,100,1,1
3,171,85,-16.1639,0,255,0,0,100,1,1
4,282,512,71.6118,0,255,0,0,100,1,1
5,282,553,-54.9158,0,255,0,0,100,1,1
6,216,387,113.347,0,255,0,0,100,1,1
7,416,36,132.107,0,255,0,0,100,1,1
8,343,120,-107.982,0,255,0,0,100,1,1
9,380,382,-169.142,0,255,0,0,100,1,1
10,88,369,-24.5247,0,255,0,0,100,1,1
11,114,499,2.95419,0,255,0,0,100,1,1
12,167,484,-12.25,0,255,0,0,100,1,1
13,332,81,171.243,0,255,0,0,100,1,1
14,366,541,163.599,0,255,0,0,100,1,1
15,102,446,119.044,0,255,0,0,100,1,1
16,213,441,-116.614,0,255,0,0,100,1,1
17,430,574,43.5928,0,255,0,0,100,1,1
18,490,77,-14.8859,0,255,0,0,100,1,1
19,454,409,173.636,0,255,0,0,100,1,1
20,441,330,169.393,0,0,255,0,100,1,1
21,123,65,-13.2188,0,0,255,0,100,1,1
22,201,441,123.367,0,0,255,0,100,1,1
23,243,392,161.504,0,0,255,0,100,1,1
24,104,223,-45.4113,0,0,255,0,100,1,1
25,572,540,-127.639,0,0,255,0,100,1,1
26,247,523,-83.6501,0,0,255,0,100,1,1
27,78,540,-93.8728,0,0,255,0,100,1,1
28,104,216,-41.7094,0,0,255,0,100,1,1
29,535,280,-30.6286,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
