### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,192,56,-158.912,0,255,0,0,100,1,1
1,342,519,24.2217,0,255,0,0,100,1,1
2,162,191,-42.8095,0,255,0,0,100,1,1
3,155,18,-77.8674,0,255,0,0,100,1,1
4,560,308,40.8692,0,255,0,0,100,1,1
5,497,302,-32.643,0,255,0,0,100,1,1
6,325,198,-59.5228,0,255,0,0,100,1,1
7,28,63,98.2484,0,255,0,0,100,1,1
8,302,443,-42.9439,0,255,0,0,100,1,1
9,309,536,167.404,0,255,0,0,100,1,1
10,573,167,-6.29686,0,255,0,0,100,1,1
11,407,305,38.3275,0,255,0,0,100,1,1
12,484,380,163.004,0,255,0,0,100,1,1
13,105,85,-9.0872,0,255,0,0,100,1,1
14,136,41,-56.5267,0,255,0,0,100,1,1
15,202,437,-54.2486,0,255,0,0,100,1,1
16,467,346,-34.8148,0,255,0,0,100,1,1
17,181,385,-128.719,0,255,0,0,100,1,1
18,517,117,-84.5819,0,255,0,0,100,1,1
19,303,43,127.689,0,255,0,0,100,1,1
20,541,311,87.4553,0,0,255,0,100,1,1
21,494,499,153.36,0,0,255,0,100,1,1
22,214,176,-118.165,0,0,255,0,100,1,1
23,481,362,-84.6217,0,0,255,0,100,1,1
24,526,513,25.0434,0,0,255,0,100,1,1
25,440,344,179.976,0,0,255,0,100,1,1
26,557,25,48.1875,0,0,255,0,100,1,1
27,74,496,-24.8186,0,0,255,0,100,1,1
28,150,55,-136.611,0,0,255,0,100,1,1
29,343,477,93.7142,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
