### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,382,132,-20.7342,0,255,0,0,100,1,1
1,80,307,-18.7792,0,255,0,0,100,1,1
2,234,447,73.1611,0,255,0,0,100,1,1
3,125,384,76.2692,0,255,0,0,100,1,1
4,561,118,-177.569,0,255,0,0,100,1,1
5,431,247,-64.5921,0,255,0,0,100,1,1
6,540,286,-47.2868,0,255,0,0,100,1,1
7,430,131,-48.7106,0,255,0,0,100,1,1
8,213,503,78.6126,0,255,0,0,100,1,1
9,304,25,-93.9346,0,255,0,0,100,1,1
10,214,215,91.0489,0,255,0,0,100,1,1
11,538,167,102.863,0,255,0,0,100,1,1
12,87,295,-90.246,0,255,0,0,100,1,1
13,187,187,-78.3684,0,255,0,0,100,1,1
14,129,576,140.226,0,255,0,0,100,1,1
15,157,133,134.715,0,255,0,0,100,1,1
16,567,348,-75.4764,0,255,0,0,100,1,1
17,171,368,90.1792,0,255,0,0,100,1,1
18,533,480,-141.835,0,255,0,0,100,1,1
19,107,410,-13.1032,0,255,0,0,100,1,1
20,39,416,149.637,0,0,255,0,100,1,1
21,327,471,111.317,0,0,255,0,100,1,1
22,41,268,6.52823,0,0,255,0,100,1,1
23,357,521,178.664,0,0,255,0,100,1,1
24,117,423,92.0105,0,0,255,0,100,1,1
25,356,171,79.7452,0,0,255,0,100,1,1
26,280,488,-126.178,0,0,255,0,100,1,1
27,201,144,20.2767,0,0,255,0,100,1,1
28,152,449,-4.08278,0,0,255,0,100,1,1
29,68,537,91.3842,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
