### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,101,214,23.2086,0,255,0,0,100,1,1
1,262,36,121.212,0,255,0,0,100,1,1
2,575,571,61.742,0,255,0,0,100,1,1
3,63,188,121.74,0,255,0,0,100,1,1
4,465,23,114.604,0,255,0,0,100,1,1
5,45,421,-136.293,0,255,0,0,100,1,1
6,179,272,171.811,0,255,0,0,100,1,1
7,436,123,-14.7691,0,255,0,0,100,1,1
8,271,22,-33.0479,0,255,0,0,100,1,1
9,113,518,114.384,0,255,0,0,100,1,1
10,63,507,157.939,0,255,0,0,100,1,1
11,548,76,134.04,0,255,0,0,100,1,1
12,99,344,17.876,0,255,0,0,100,1,1
13,177,22,-116.36,0,255,0,0,100,1,1
14,203,199,-109.941,0,255,0,0,100,1,1
15,425,548,92.4544,0,255,0,0,100,1,1
16,424,191,-123.486,0,255,0,0,100,1,1
17,320,49,-147.613,0,255,0,0,100,1,1
18,430,449,-168.097,0,255,0,0,100,1,1
19,96,147,-109.036,0,255,0,0,100,1,1
20,515,497,34.8187,0,0,255,0,100,1,1
21,453,414,100.302,0,0,255,0,100,1,1
22,503,253,-88.0688,0,0,255,0,100,1,1
23,25,40,15.6778,0,0,255,0,100,1,1
24,444,288,-107.157,0,0,255,0,100,1,1
25,51,500,-135.6,0,0,255,0,100,1,1
26,432,80,33.9936,0,0,255,0,100,1,1
27,394,70,-59.0367,0,0,255,0,100,1,1
28,99,492,27.0946,0,0,255,0,100,1,1
29,417,79,-171.35,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
