### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,319,398,46.8711,0,255,0,0,100,1,1
1,497,342,-130.155,0,255,0,0,100,1,1
2,166,441,73.1136,0,255,0,0,100,1,1
3,391,417,151.665,0,255,0,0,100,1,1
4,37,214,76.1651,0,255,0,0,100,1,1
5,507,515,10.0219,0,255,0,0,100,1,1
6,113,238,21.8363,0,255,0,0,100,1,1
7,185,379,-28.0872,0,255,0,0,100,1,1
8,506,520,-58.5077,0,255,0,0,100,1,1
9,461,318,94.0016,0,255,0,0,100,1,1
10,500,548,121.013,0,255,0,0,100,1,1
11,30,150,32.3623,0,255,0,0,100,1,1
12,148,150,-45.358,0,255,0,0,100,1,1
13,109,18,-175.256,0,255,0,0,100,1,1
14,451,41,-15.2317,0,255,0,0,100,1,1
15,410,111,-128.902,0,255,0,0,100,1,1
16,125,467,-50.0179,0,255,0,0,100,1,1
17,561,72,108.796,0,255,0,0,100,1,1
18,354,551,-91.8231,0,255,0,0,100,1,1
19,176,266,50.0127,0,255,0,0,100,1,1
20,211,528,-62.9097,0,0,255,0,100,1,1
21,319,422,6.27051,0,0,255,0,100,1,1
22,220,199,-63.4182,0,0,255,0,100,1,1
23,166,571,-29.455,0,0,255,0,100,1,1
24,378,231,73.4342,0,0,255,0,100,1,1
25,330,193,-25.7219,0,0,255,0,100,1,1
26,555,365,81.287,0,0,255,0,100,1,1
27,501,574,101.41,0,0,255,0,100,1,1
28,521,460,-72.864,0,0,255,0,100,1,1
29,119,440,155.546,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
