### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,468,84,-34.4035,0,255,0,0,100,1,1
1,551,436,-14.592,0,255,0,0,100,1,1
2,66,255,52.8949,0,255,0,0,100,1,1
3,275,72,-173.319,0,255,0,0,100,1,1
4,88,69,162.832,0,255,0,0,100,1,1
5,497,335,-174.85,0,255,0,0,100,1,1
6,578,101,167.134,0,255,0,0,100,1,1
7,318,115,-132.455,0,255,0,0,100,1,1
8,256,506,8.27804,0,255,0,0,100,1,1
9,258,131,83.4943,0,255,0,0,100,1,1
10,534,359,-142.861,0,255,0,0,100,1,1
11,138,313,-120.147,0,255,0,0,100,1,1
12,259,496,-44.0431,0,255,0,0,100,1,1
13,39,219,-35.2065,0,255,0,0,100,1,1
14,27,255,-107.764,0,255,0,0,100,1,1
15,402,263,-93.1579,0,255,0,0,100,1,1
16,278,501,-83.325,0,255,0,0,100,1,1
17,88,70,-70.9018,0,255,0,0,100,1,1
18,134,289,43.0598,0,255,0,0,100,1,1
19,175,543,168.114,0,255,0,0,100,1,1
20,455,156,-60.9921,0,0,255,0,100,1,1
21,393,395,34.2995,0,0,255,0,100,1,1
22,125,275,-61.0541,0,0,255,0,100,1,1
23,153,329,-164.667,0,0,255,0,100,1,1
24,215,223,93.6502,0,0,255,0,100,1,1
25,368,65,-149.464,0,0,255,0,100,1,1
26,247,203,-51.7447,0,0,255,0,100,1,1
27,66,285,170.32,0,0,255,0,100,1,1
28,293,81,-0.563669,0,0,255,0,100,1,1
29,337,198,70.0365,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
