### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,461,361,20.6173,0,255,0,0,100,1,1
1,540,336,-42.5431,0,255,0,0,100,1,1
2,568,176,119.216,0,255,0,0,100,1,1
3,316,543,7.99395,0,255,0,0,100,1,1
4,544,256,-70.4233,0,255,0,0,100,1,1
5,507,474,89.6646,0,255,0,0,100,1,1
6,383,99,156.13,0,255,0,0,100,1,1
7,130,541,-48.2504,0,255,0,0,100,1,1
8,18,211,-53.5495,0,255,0,0,100,1,1
9,410,114,-125.38,0,255,0,0,100,1,1
10,520,380,38.0315,0,255,0,0,100,1,1
11,423,533,78.2655,0,255,0,0,100,1,1
12,479,416,32.5398,0,255,0,0,100,1,1
13,353,147,-52.6909,0,255,0,0,100,1,1
14,190,433,-26.2759,0,255,0,0,100,1,1
15,157,553,-55.2216,0,255,0,0,100,1,1
16,77,200,59.4069,0,255,0,0,100,1,1
17,431,552,83.1901,0,255,0,0,100,1,1
18,563,295,150.355,0,255,0,0,100,1,1
19,561,385,-151.137,0,255,0,0,100,1,1
20,153,262,49.2912,0,0,255,0,100,1,1
21,43,112,129.644,0,0,255,0,100,1,1
22,423,430,-115.926,0,0,255,0,100,1,1
23,576,250,112.157,0,0,255,0,100,1,1
24,298,478,-21.7945,0,0,255,0,100,1,1
25,81,97,-95.3311,0,0,255,0,100,1,1
26,455,146,18.295,0,0,255,0,100,1,1
27,70,457,-123.518,0,0,255,0,100,1,1
28,486,510,-141.6,0,0,255,0,100,1,1
29,312,564,30.2697,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
