### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,400,158,41.3882,0,255,0,0,100,1,1
1,130,312,63.7267,0,255,0,0,100,1,1
2,127,39,145.369,0,255,0,0,100,1,1
3,45,401,87.5843,0,255,0,0,100,1,1
4,427,544,-43.9243,0,255,0,0,100,1,1
5,357,385,171.763,0,255,0,0,100,1,1
6,114,454,-41.5175,0,255,0,0,100,1,1
7,394,192,23.3805,0,255,0,0,100,1,1
8,83,418,-176.33,0,255,0,0,100,1,1
9,442,491,-119.369,0,255,0,0,100,1,1
10,249,160,86.1594,0,255,0,0,100,1,1
11,390,261,3.60275,0,255,0,0,100,1,1
12,133,262,105.903,0,255,0,0,100,1,1
13,99,324,-4.9633,0,255,0,0,100,1,1
14,276,462,-168.118,0,255,0,0,100,1,1
15,311,424,64.8558,0,255,0,0,100,1,1
16,319,434,133.696,0,255,0,0,100,1,1
17,104,415,5.23269,0,255,0,0,100,1,1
18,389,562,-55.5352,0,255,0,0,100,1,1
19,503,224,96.2755,0,255,0,0,100,1,1
20,115,246,-132.542,0,0,255,0,100,1,1
21,445,415,93.9489,0,0,255,0,100,1,1
22,466,297,18.1625,0,0,255,0,100,1,1
23,433,236,-91.4047,0,0,255,0,100,1,1
24,171,74,-110.025,0,0,255,0,100,1,1
25,226,222,103.43,0,0,255,0,100,1,1
26,214,20,-131.693,0,0,255,0,100,1,1
27,468,555,-107.978,0,0,255,0,100,1,1
28,542,373,133.773,0,0,255,0,100,1,1
29,129,382,-175.153,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
