### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,498,186,17.2261,0,255,0,0,100,1,1
1,211,388,-150.386,0,255,0,0,100,1,1
2,193,138,-112.892,0,255,0,0,100,1,1
3,511,30,-55.6763,0,255,0,0,100,1,1
4,161,195,15.8658,0,255,0,0,100,1,1
5,281,86,2.85581,0,255,0,0,100,1,1
6,48,82,2.8016,0,255,0,0,100,1,1
7,373,202,-29.696,0,255,0,0,100,1,1
8,433,245,-142.522,0,255,0,0,100,1,1
9,254,511,-63.7111,0,255,0,0,100,1,1
10,326,523,148.738,0,255,0,0,100,1,1
11,442,240,116.95,0,255,0,0,100,1,1
12,79,52,158.832,0,255,0,0,100,1,1
13,534,444,-81.7932,0,255,0,0,100,1,1
14,510,176,-18.2859,0,255,0,0,100,1,1
15,296,141,-150.659,0,255,0,0,100,1,1
16,158,199,-128.237,0,255,0,0,100,1,1
17,516,200,-87.0164,0,255,0,0,100,1,1
18,207,560,-42.1028,0,255,0,0,100,1,1
19,128,385,97.6832,0,255,0,0,100,1,1
20,508,118,33.1301,0,0,255,0,100,1,1
21,21,241,-93.4115,0,0,255,0,100,1,1
22,234,552,-167.243,0,0,255,0,100,1,1
23,548,429,-146.898,0,0,255,0,100,1,1
24,187,243,-138.594,0,0,255,0,100,1,1
25,568,314,32.321,0,0,255,0,100,1,1
26,77,29,85.3882,0,0,255,0,100,1,1
27,80,136,-109.848,0,0,255,0,100,1,1
28,574,449,41.827,0,0,255,0,100,1,1
29,171,207,-128.044,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
