### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,381,509,58.3133,0,255,0,0,100,1,1
1,559,531,154.612,0,255,0,0,100,1,1
2,262,162,-24.0558,0,255,0,0,100,1,1
3,184,39,-119.79,0,255,0,0,100,1,1
4,68,482,100.807,0,255,0,0,100,1,1
5,133,403,-140.816,0,255,0,0,100,1,1
6,391,422,-54.3079,0,255,0,0,100,1,1
7,318,164,132.366,0,255,0,0,100,1,1
8,540,66,131.533,0,255,0,0,100,1,1
9,19,429,82.9422,0,255,0,0,100,1,1
10,464,430,-113.237,0,255,0,0,100,1,1
11,506,204,107.488,0,255,0,0,100,1,1
12,175,144,-140.911,0,255,0,0,100,1,1
13,60,269,-57.6589,0,255,0,0,100,1,1
14,320,537,-78.4306,0,255,0,0,100,1,1
15,462,227,-43.8508,0,255,0,0,100,1,1
16,375,459,155.782,0,255,0,0,100,1,1
17,523,153,-155.262,0,255,0,0,100,1,1
18,541,466,-72.724,0,255,0,0,100,1,1
19,435,394,-124.674,0,255,0,0,100,1,1
20,136,31,-20.0723,0,0,255,0,100,1,1
21,478,391,14.0073,0,0,255,0,100,1,1
22,548,476,-95.8831,0,0,255,0,100,1,1
23,327,171,-177.612,0,0,255,0,100,1,1
24,225,146,-89.5837,0,0,255,0,100,1,1
25,532,47,13.7984,0,0,255,0,100,1,1
26,377,89,36.0851,0,0,255,0,100,1,1
27,312,172,113.862,0,0,255,0,100,1,1
28,162,84,99.2041,0,0,255,0,100,1,1
29,46,95,169.91,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
