### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,160,419,-135.065,0,255,0,0,100,1,1
1,193,468,-67.1727,0,255,0,0,100,1,1
2,91,515,-88.1065,0,255,0,0,100,1,1
3,414,311,-140.423,0,255,0,0,100,1,1
4,23,43,86.7223,0,255,0,0,100,1,1
5,117,366,51.8315,0,255,0,0,100,1,1
6,427,288,-108.739,0,255,0,0,100,1,1
7,176,136,95.3881,0,255,0,0,100,1,1
8,348,418,-40.5573,0,255,0,0,100,1,1
9,402,482,0.307431,0,255,0,0,100,1,1
10,499,130,-177.314,0,255,0,0,100,1,1
11,95,287,124.041,0,255,0,0,100,1,1
12,321,549,-60.8543,0,255,0,0,100,1,1
13,106,110,-45.2373,0,255,0,0,100,1,1
14,141,249,126.541,0,255,0,0,100,1,1
15,480,381,128.151,0,255,0,0,100,1,1
16,48,362,161.343,0,255,0,0,100,1,1
17,94,285,113.768,0,255,0,0,100,1,1
18,96,266,143.541,0,255,0,0,100,1,1
19,524,556,147.424,0,255,0,0,100,1,1
20,372,465,-35.6755,0,0,255,0,100,1,1
21,420,137,31.8469,0,0,255,0,100,1,1
22,68,539,-45.4799,0,0,255,0,100,1,1
23,192,280,-140.684,0,0,255,0,100,1,1
24,175,151,165.267,0,0,255,0,100,1,1
25,511,225,-69.3516,0,0,255,0,100,1,1
26,154,277,-20.4514,0,0,255,0,100,1,1
27,199,468,161.744,0,0,255,0,100,1,1
28,329,508,19.8619,0,0,255,0,100,1,1
29,457,574,-179.157,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
