### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,30,348,-69.425,0,255,0,0,100,1,1
1,143,322,95.1867,0,255,0,0,100,1,1
2,492,55,98.404,0,255,0,0,100,1,1
3,294,124,-131.031,0,255,0,0,100,1,1
4,519,554,73.8512,0,255,0,0,100,1,1
5,191,459,-3.5728,0,255,0,0,100,1,1
6,110,127,62.3068,0,255,0,0,100,1,1
7,530,291,-129.718,0,255,0,0,100,1,1
8,35,381,-42.1258,0,255,0,0,100,1,1
9,553,101,145.405,0,255,0,0,100,1,1
10,79,440,117.954,0,255,0,0,100,1,1
11,288,543,-164.856,0,255,0,0,100,1,1
12,479,422,-32.6118,0,255,0,0,100,1,1
13,309,550,81.7982,0,255,0,0,100,1,1
14,39,343,-159.1,0,255,0,0,100,1,1
15,570,126,83.7125,0,255,0,0,100,1,1
16,361,198,57.349,0,255,0,0,100,1,1
17,31,418,39.603,0,255,0,0,100,1,1
18,159,277,-27.2751,0,255,0,0,100,1,1
19,109,164,91.1258,0,255,0,0,100,1,1
20,320,107,-55.2359,0,0,255,0,100,1,1
21,426,382,-77.134,0,0,255,0,100,1,1
22,196,134,-54.7096,0,0,255,0,100,1,1
23,26,147,25.5209,0,0,255,0,100,1,1
24,438,382,115.808,0,0,255,0,100,1,1
25,470,193,-44.2006,0,0,255,0,100,1,1
26,97,563,100.919,0,0,255,0,100,1,1
27,561,376,57.1395,0,0,255,0,100,1,1
28,274,436,86.7499,0,0,255,0,100,1,1
29,525,279,-149.886,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
