### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,468,476,29.1729,0,255,0,0,100,1,1
1,167,92,161.461,0,255,0,0,100,1,1
2,528,201,29.101,0,255,0,0,100,1,1
3,26,52,-99.4153,0,255,0,0,100,1,1
4,508,347,44.8208,0,255,0,0,100,1,1
5,103,565,-40.654,0,255,0,0,100,1,1
6,425,244,-55.2493,0,255,0,0,100,1,1
7,392,54,-86.2161,0,255,0,0,100,1,1
8,457,146,17.4765,0,255,0,0,100,1,1
9,391,225,68.2939,0,255,0,0,100,1,1
10,246,96,-25.4888,0,255,0,0,100,1,1
11,287,414,153.645,0,255,0,0,100,1,1
12,401,445,-49.6923,0,255,0,0,100,1,1
13,84,409,-177.152,0,255,0,0,100,1,1
14,510,476,38.5842,0,255,0,0,100,1,1
15,539,54,55.6251,0,255,0,0,100,1,1
16,426,73,-95.1768,0,255,0,0,100,1,1
17,69,510,78.1452,0,255,0,0,100,1,1
18,423,538,47.3066,0,255,0,0,100,1,1
19,516,134,34.3875,0,255,0,0,100,1,1
20,74,95,5.62389,0,0,255,0,100,1,1
21,201,468,-126.527,0,0,255,0,100,1,1
22,139,570,107.763,0,0,255,0,100,1,1
23,103,181,-95.9432,0,0,255,0,100,1,1
24,248,558,46.4885,0,0,255,0,100,1,1
25,522,566,-131.672,0,0,255,0,100,1,1
26,76,30,-124.055,0,0,255,0,100,1,1
27,28,98,-94.6384,0,0,255,0,100,1,1
28,188,57,-110.598,0,0,255,0,100,1,1
29,176,347,-17.5042,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
