### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,524,408,91.1303,0,255,0,0,100,1,1
1,247,86,38.7349,0,255,0,0,100,1,1
2,543,314,105.449,0,255,0,0,100,1,1
3,128,300,-100.927,0,255,0,0,100,1,1
4,541,540,128.527,0,255,0,0,100,1,1
5,314,33,-0.642304,0,255,0,0,100,1,1
6,392,64,162.886,0,255,0,0,100,1,1
7,393,259,71.567,0,255,0,0,100,1,1
8,74,494,173.002,0,255,0,0,100,1,1
9,400,148,136.449,0,255,0,0,100,1,1
10,439,455,-73.7515,0,255,0,0,100,1,1
11,353,556,-60.5869,0,255,0,0,100,1,1
12,142,366,99.5743,0,255,0,0,100,1,1
13,216,570,12.1967,0,255,0,0,100,1,1
14,270,95,-138.887,0,255,0,0,100,1,1
15,262,493,-100.194,0,255,0,0,100,1,1
16,219,62,-76.8697,0,255,0,0,100,1,1
17,295,21,48.7701,0,255,0,0,100,1,1
18,415,292,178.495,0,255,0,0,100,1,1
19,453,573,-165.227,0,255,0,0,100,1,1
20,435,416,-158.501,0,0,255,0,100,1,1
21,45,29,53.289,0,0,255,0,100,1,1
22,31,214,42.4667,0,0,255,0,100,1,1
23,566,464,94.0546,0,0,255,0,100,1,1
24,465,244,81.3746,0,0,255,0,100,1,1
25,203,268,-7.48748,0,0,255,0,100,1,1
26,455,248,57.5969,0,0,255,0,100,1,1
27,93,335,148.058,0,0,255,0,100,1,1
28,75,151,69.4875,0,0,255,0,100,1,1
29,545,256,33.6796,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
