### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,100,138,109.054,0,255,0,0,100,1,1
1,573,381,50.4368,0,255,0,0,100,1,1
2,521,163,-130.569,0,255,0,0,100,1,1
3,529,383,-7.00546,0,255,0,0,100,1,1
4,536,396,72.7909,0,255,0,0,100,1,1
5,30,166,75.8482,0,255,0,0,100,1,1
6,85,262,-72.9885,0,255,0,0,100,1,1
7,147,105,-147.751,0,255,0,0,100,1,1
8,574,411,-30.392,0,255,0,0,100,1,1
9,480,155,-174.884,0,255,0,0,100,1,1
10,340,423,137.932,0,255,0,0,100,1,1
11,221,551,151.428,0,255,0,0,100,1,1
12,516,240,-114.829,0,255,0,0,100,1,1
13,309,118,55.0943,0,255,0,0,100,1,1
14,89,325,-89.9489,0,255,0,0,100,1,1
15,165,531,107.865,0,255,0,0,100,1,1
16,276,458,92.5745,0,255,0,0,100,1,1
17,178,401,111.105,0,255,0,0,100,1,1
18,530,327,-10.3113,0,255,0,0,100,1,1
19,520,81,68.8762,0,255,0,0,100,1,1
20,460,464,-156.229,0,0,255,0,100,1,1
21,139,54,144.886,0,0,255,0,100,1,1
22,476,115,172.96,0,0,255,0,100,1,1
23,125,161,-101.254,0,0,255,0,100,1,1
24,112,450,-68.4655,0,0,255,0,100,1,1
25,547,400,78.949,0,0,255,0,100,1,1
26,127,462,56.1507,0,0,255,0,100,1,1
27,134,315,-48.22,0,0,255,0,100,1,1
28,487,567,-30.599,0,0,255,0,100,1,1
29,316,556,-5.5426,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
