### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,338,28,68.6396,0,255,0,0,100,1,1
1,574,48,-77.7247,0,255,0,0,100,1,1
2,209,168,-21.8362,0,255,0,0,100,1,1
3,212,87,160.985,0,255,0,0,100,1,1
4,494,492,53.917,0,255,0,0,100,1,1
5,196,526,9.30963,0,255,0,0,100,1,1
6,141,432,146.346,0,255,0,0,100,1,1
7,120,262,156.94,0,255,0,0,100,1,1
8,432,35,-179.398,0,255,0,0,100,1,1
9,424,29,63.1064,0,255,0,0,100,1,1
10,185,314,135.033,0,255,0,0,100,1,1
11,492,307,7.69024,0,255,0,0,100,1,1
12,480,184,175.298,0,255,0,0,100,1,1
13,261,60,109.946,0,255,0,0,100,1,1
14,497,423,145.205,0,255,0,0,100,1,1
15,213,33,32.2294,0,255,0,0,100,1,1
16,182,382,-121.535,0,255,0,0,100,1,1
17,427,414,160.857,0,255,0,0,100,1,1
18,492,178,-122.425,0,255,0,0,100,1,1
19,537,183,-125.162,0,255,0,0,100,1,1
20,504,193,111.124,0,0,255,0,100,1,1
21,424,543,74.2011,0,0,255,0,100,1,1
22,355,386,-67.307,0,0,255,0,100,1,1
23,474,411,-48.2037,0,0,255,0,100,1,1
24,409,520,62.6529,0,0,255,0,100,1,1
25,508,288,156.989,0,0,255,0,100,1,1
26,469,286,157.147,0,0,255,0,100,1,1
27,251,44,13.9203,0,0,255,0,100,1,1
28,133,341,-83.8613,0,0,255,0,100,1,1
29,211,356,-13.4444,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
