### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,35,569,39.4972,0,255,0,0,100,1,1
1,550,52,-84.6586,0,255,0,0,100,1,1
2,395,111,-22.4321,0,255,0,0,100,1,1
3,388,510,-165.98,0,255,0,0,100,1,1
4,196,29,54.8128,0,255,0,0,100,1,1
5,181,365,59.4641,0,255,0,0,100,1,1
6,534,129,58.5628,0,255,0,0,100,1,1
7,502,567,-13.1394,0,255,0,0,100,1,1
8,165,368,-15.055,0,255,0,0,100,1,1
9,293,174,-157.519,0,255,0,0,100,1,1
10,414,463,54.7116,0,255,0,0,100,1,1
11,369,455,17.7467,0,255,0,0,100,1,1
12,117,457,-60.9798,0,255,0,0,100,1,1
13,89,133,-94.4871,0,255,0,0,100,1,1
14,309,448,115.729,0,255,0,0,100,1,1
15,364,389,-170.965,0,255,0,0,100,1,1
16,83,562,-51.3706,0,255,0,0,100,1,1
17,527,56,114.063,0,255,0,0,100,1,1
18,453,513,-73.3483,0,255,0,0,100,1,1
19,209,347,-146.936,0,255,0,0,100,1,1
20,209,382,-25.0924,0,0,255,0,100,1,1
21,471,163,-135.901,0,0,255,0,100,1,1
22,99,154,32.7076,0,0,255,0,100,1,1
23,185,53,-170.882,0,0,255,0,100,1,1
24,531,254,-139.78,0,0,255,0,100,1,1
25,420,169,-123.382,0,0,255,0,100,1,1
26,113,397,86.0554,0,0,255,0,100,1,1
27,565,189,97.1734,0,0,255,0,100,1,1
28,499,71,-166.225,0,0,255,0,100,1,1
29,449,103,103.405,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
