### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,430,578,-167.362,0,255,0,0,100,1,1
1,65,113,125.526,0,255,0,0,100,1,1
2,556,356,70.173,0,255,0,0,100,1,1
3,511,495,92.5019,0,255,0,0,100,1,1
4,506,495,-57.4675,0,255,0,0,100,1,1
5,518,246,101.152,0,255,0,0,100,1,1
6,567,375,133.744,0,255,0,0,100,1,1
7,236,69,170.124,0,255,0,0,100,1,1
8,305,36,155.772,0,255,0,0,100,1,1
9,70,500,164.964,0,255,0,0,100,1,1
10,376,121,-22.4588,0,255,0,0,100,1,1
11,407,168,-102.06,0,255,0,0,100,1,1
12,453,294,-26.9477,0,255,0,0,100,1,1
13,168,43,-129.788,0,255,0,0,100,1,1
14,473,336,71.811,0,255,0,0,100,1,1
15,22,487,150.306,0,255,0,0,100,1,1
16,522,412,43.8142,0,255,0,0,100,1,1
17,33,182,-96.2211,0,255,0,0,100,1,1
18,277,124,-36.5031,0,255,0,0,100,1,1
19,440,48,-137.819,0,255,0,0,100,1,1
20,423,133,41.9314,0,0,255,0,100,1,1
21,275,441,93.6923,0,0,255,0,100,1,1
22,227,520,-66.5582,0,0,255,0,100,1,1
23,442,166,-42.0356,0,0,255,0,100,1,1
24,91,211,138.494,0,0,255,0,100,1,1
25,138,466,-11.9548,0,0,255,0,100,1,1
26,524,76,30.3251,0,0,255,0,100,1,1
27,109,17,-69.0644,0,0,255,0,100,1,1
28,514,429,-120.618,0,0,255,0,100,1,1
29,435,577,123.726,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
