### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,440,268,-57.6798,0,255,0,0,100,1,1
1,576,294,-159.647,0,255,0,0,100,1,1
2,137,440,-167.044,0,255,0,0,100,1,1
3,48,550,-88.8033,0,255,0,0,100,1,1
4,66,348,-84.0273,0,255,0,0,100,1,1
5,259,561,-15.2749,0,255,0,0,100,1,1
6,129,52,179.078,0,255,0,0,100,1,1
7,288,460,126.899,0,255,0,0,100,1,1
8,570,365,-161.641,0,255,0,0,100,1,1
9,535,62,149.057,0,255,0,0,100,1,1
10,145,345,-42.9711,0,255,0,0,100,1,1
11,500,505,26.8935,0,255,0,0,100,1,1
12,463,493,-20.154,0,255,0,0,100,1,1
13,42,573,80.4255,0,255,0,0,100,1,1
14,398,190,165.433,0,255,0,0,100,1,1
15,161,196,77.47,0,255,0,0,100,1,1
16,240,143,70.0161,0,255,0,0,100,1,1
17,236,505,-125.589,0,255,0,0,100,1,1
18,243,394,-88.372,0,255,0,0,100,1,1
19,164,136,36.848,0,255,0,0,100,1,1
20,458,342,-170.244,0,0,255,0,100,1,1
21,223,49,36.6596,0,0,255,0,100,1,1
22,179,482,110.533,0,0,255,0,100,1,1
23,21,115,78.8174,0,0,255,0,100,1,1
24,129,69,-148.436,0,0,255,0,100,1,1
25,48,525,161.84,0,0,255,0,100,1,1
26,351,204,-80.7192,0,0,255,0,100,1,1
27,164,543,13.7927,0,0,255,0,100,1,1
28,267,184,-153.573,0,0,255,0,100,1,1
29,537,352,59.5595,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
