### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,557,44,136,0,255,0,0,100,1,1
1,183,571,-149.455,0,255,0,0,100,1,1
2,34,331,66.7641,0,255,0,0,100,1,1
3,493,361,129.361,0,255,0,0,100,1,1
4,340,83,64.9647,0,255,0,0,100,1,1
5,330,575,-176.377,0,255,0,0,100,1,1
6,64,487,-2.34122,0,255,0,0,100,1,1
7,376,574,10.8965,0,255,0,0,100,1,1
8,146,563,-11.4173,0,255,0,0,100,1,1
9,55,539,24.2221,0,255,0,0,100,1,1
10,146,576,-14.5944,0,255,0,0,100,1,1
11,448,435,118.792,0,255,0,0,100,1,1
12,302,435,0.091718,0,255,0,0,100,1,1
13,135,451,-110.988,0,255,0,0,100,1,1
14,468,196,-70.1581,0,255,0,0,100,1,1
15,139,27,-69.6015,0,255,0,0,100,1,1
16,365,185,32.5223,0,255,0,0,100,1,1
17,569,328,25.0412,0,255,0,0,100,1,1
18,57,457,-71.6407,0,255,0,0,100,1,1
19,197,178,155.857,0,255,0,0,100,1,1
20,350,85,-68.6083,0,0,255,0,100,1,1
21,358,42,115.764,0,0,255,0,100,1,1
22,194,89,67.8376,0,0,255,0,100,1,1
23,191,260,-32.9251,0,0,255,0,100,1,1
24,497,91,89.4209,0,0,255,0,100,1,1
25,29,111,-126.478,0,0,255,0,100,1,1
26,193,128,76.0699,0,0,255,0,100,1,1
27,487,375,-147.194,0,0,255,0,100,1,1
28,182,135,-143.507,0,0,255,0,100,1,1
29,543,381,-130.855,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
