### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,415,130,-124.112,0,255,0,0,100,1,1
1,231,468,160.006,0,255,0,0,100,1,1
2,294,528,-40.7751,0,255,0,0,100,1,1
3,177,70,21.4111,0,255,0,0,100,1,1
4,75,210,96.0469,0,255,0,0,100,1,1
5,440,567,42.6905,0,255,0,0,100,1,1
6,92,286,-37.0045,0,255,0,0,100,1,1
7,164,555,-21.0511,0,255,0,0,100,1,1
8,398,562,-88.727,0,255,0,0,100,1,1
9,314,145,-150.033,0,255,0,0,100,1,1
10,98,47,25.0781,0,255,0,0,100,1,1
11,109,417,-15.7054,0,255,0,0,100,1,1
12,22,35,29.4262,0,255,0,0,100,1,1
13,563,456,79.6465,0,255,0,0,100,1,1
14,157,342,-85.6833,0,255,0,0,100,1,1
15,534,378,-87.3388,0,255,0,0,100,1,1
16,178,76,156.417,0,255,0,0,100,1,1
17,102,368,129.595,0,255,0,0,100,1,1
18,556,171,160.418,0,255,0,0,100,1,1
19,245,551,-153.144,0,255,0,0,100,1,1
20,533,419,11.0666,0,0,255,0,100,1,1
21,527,408,132.799,0,0,255,0,100,1,1
22,154,401,99.4899,0,0,255,0,100,1,1
23,212,52,-143.825,0,0,255,0,100,1,1
24,228,451,-86.5045,0,0,255,0,100,1,1
25,90,85,121.599,0,0,255,0,100,1,1
26,541,556,47.7702,0,0,255,0,100,1,1
27,317,462,-173.039,0,0,255,0,100,1,1
28,114,289,-132.153,0,0,255,0,100,1,1
29,118,296,70.8829,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
