### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,308,579,-41.3262,0,255,0,0,100,1,1
1,126,305,83.1362,0,255,0,0,100,1,1
2,26,420,-4.20618,0,255,0,0,100,1,1
3,515,101,-22.0978,0,255,0,0,100,1,1
4,562,301,-101.271,0,255,0,0,100,1,1
5,140,459,127.095,0,255,0,0,100,1,1
6,425,156,-101.362,0,255,0,0,100,1,1
7,385,478,41.176,0,255,0,0,100,1,1
8,243,443,171.765,0,255,0,0,100,1,1
9,48,199,125.324,0,255,0,0,100,1,1
10,279,434,140.474,0,255,0,0,100,1,1
11,524,456,17.3989,0,255,0,0,100,1,1
12,304,482,-123.414,0,255,0,0,100,1,1
13,207,208,15.8497,0,255,0,0,100,1,1
14,333,128,127.581,0,255,0,0,100,1,1
15,74,334,81.6844,0,255,0,0,100,1,1
16,237,175,-48.6989,0,255,0,0,100,1,1
17,517,516,-22.337,0,255,0,0,100,1,1
18,355,35,146.176,0,255,0,0,100,1,1
19,58,574,-166.036,0,255,0,0,100,1,1
20,464,483,63.0586,0,0,255,0,100,1,1
21,102,43,150.719,0,0,255,0,100,1,1
22,440,319,-45.208,0,0,255,0,100,1,1
23,567,160,-56.292,0,0,255,0,100,1,1
24,570,223,124.482,0,0,255,0,100,1,1
25,524,153,113.658,0,0,255,0,100,1,1
26,346,89,2.56589,0,0,255,0,100,1,1
27,248,71,21.3487,0,0,255,0,100,1,1
28,195,235,49.6541,0,0,255,0,100,1,1
29,122,439,41.8907,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
