### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,478,226,-104.122,0,255,0,0,100,1,1
1,435,185,102.881,0,255,0,0,100,1,1
2,102,365,-94.0598,0,255,0,0,100,1,1
3,133,222,-134.125,0,255,0,0,100,1,1
4,123,214,-64.5523,0,255,0,0,100,1,1
5,492,51,-151.03,0,255,0,0,100,1,1
6,409,415,-22.1778,0,255,0,0,100,1,1
7,119,148,-173.095,0,255,0,0,100,1,1
8,250,154,-147.483,0,255,0,0,100,1,1
9,147,278,44.5782,0,255,0,0,100,1,1
10,336,57,-137.723,0,255,0,0,100,1,1
11,183,392,133.111,0,255,0,0,100,1,1
12,99,204,57.0876,0,255,0,0,100,1,1
13,451,503,-100.824,0,255,0,0,100,1,1
14,205,256,-38.4155,0,255,0,0,100,1,1
15,298,190,-81.1353,0,255,0,0,100,1,1
16,379,221,-158.563,0,255,0,0,100,1,1
17,146,562,-101.542,0,255,0,0,100,1,1
18,379,424,-48.0713,0,255,0,0,100,1,1
19,181,119,58.568,0,255,0,0,100,1,1
20,242,445,84.5279,0,0,255,0,100,1,1
21,167,123,96.4098,0,0,255,0,100,1,1
22,213,438,-138.817,0,0,255,0,100,1,1
23,544,400,-177.779,0,0,255,0,100,1,1
24,246,442,-70.608,0,0,255,0,100,1,1
25,33,275,117.647,0,0,255,0,100,1,1
26,471,427,33.8516,0,0,255,0,100,1,1
27,490,18,-138.713,0,0,255,0,100,1,1
28,114,79,-64.1496,0,0,255,0,100,1,1
29,94,213,123.772,0,0,255,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
0,300,300
