gen,fit-avg,fit-std,fit-min,fit-max,pen-avg,pen-std,pen-min,pen-max,dog-avg,dog-std,dog-min,dog-max,shp-avg,shp-std,shp-min,shp-max
1,0.034166666666666665,0.036695064760506664,0.0,0.20000000000000004,0.5565118031848492,0.09822899653723824,0.3519519041598018,0.8043527502917497,0.7535321950712391,0.09769343610852292,0.4485063266991438,0.9485994051635972,0.22991629235107036,0.03648202092312328,0.14812685537742318,0.3197404659198451
2,0.03933333333333333,0.03940671121635106,0.0,0.20000000000000004,0.5560785277074153,0.12291405889240903,0.2507171088851554,0.8160411285730503,0.7465557807711163,0.11100135825542479,0.4485063266991438,0.9485994051635972,0.23531917253072063,0.04060427720115008,0.13807505313344834,0.3197404659198451
3,0.042833333333333334,0.041315520355215456,0.0,0.20000000000000004,0.5534827848921395,0.13291084317712143,0.2507171088851554,0.8160411285730503,0.735419448964763,0.12460014165294878,0.4485063266991438,0.9485994051635972,0.23526539960004839,0.0414034999594704,0.13807505313344834,0.32880500159779774
4,0.04716666666666667,0.042495424590314565,0.0,0.20000000000000004,0.5556456849354785,0.14381477420118116,0.2384182056148734,0.8160411285730503,0.7189202479198568,0.12390874890806304,0.4485063266991438,0.9443177663013606,0.2358912024988898,0.04338653333842987,0.130497785782457,0.32880500159779774
5,0.048,0.043287154881994465,0.0,0.2333333333333333,0.5643996818943381,0.14856196107146755,0.2384182056148734,0.8160411285730503,0.7133631770348141,0.1311309588578264,0.4485063266991438,0.9443177663013606,0.2410950289341959,0.04361446909999705,0.130497785782457,0.32880500159779774
6,0.05016666666666666,0.04284954297694822,0.0,0.2333333333333333,0.5551770192587845,0.1515810873102483,0.2384182056148734,0.8160411285730503,0.7117850716929064,0.13593829218432646,0.4485063266991438,0.9522355208009303,0.2405578823734295,0.04459617080394927,0.12890282843164122,0.32880500159779774
7,0.055166666666666656,0.04299192430626426,0.0,0.2333333333333333,0.5546150640803926,0.1513675740044119,0.2384182056148734,0.8160411285730503,0.7128830341471546,0.13452662711312005,0.4485063266991438,0.9627732179556546,0.2405399702632155,0.04528495593687003,0.12890282843164122,0.32880500159779774
8,0.057333333333333326,0.042250575275504965,0.0,0.2333333333333333,0.5557413439326493,0.1592200546344435,0.23466518843405124,0.8160411285730503,0.7061390272965977,0.1395580010876761,0.42155172098301713,0.9627732179556546,0.24176079645787463,0.041641953542624885,0.13807505313344834,0.32880500159779774
9,0.05749999999999999,0.043293250692868455,0.0,0.2333333333333333,0.5696813615171152,0.1677701876776688,0.23466518843405124,0.8454554203234655,0.7024150836637284,0.13277176756172046,0.42155172098301713,0.9443177663013606,0.24468689354066825,0.041980128022631735,0.13807505313344834,0.32880500159779774
10,0.059666666666666666,0.042503594619226676,0.0,0.2333333333333333,0.5722984160751278,0.16566898882119988,0.2384182056148734,0.8454554203234655,0.6975352372539989,0.13402284782499282,0.42155172098301713,0.9443177663013606,0.24607018657215476,0.04088105489058043,0.13807505313344834,0.32880500159779774
11,0.06,0.04268749491621899,0.0,0.2333333333333333,0.5704804133299746,0.16560748932824446,0.2384182056148734,0.8454554203234655,0.6967893054139798,0.13301532722948037,0.42155172098301713,0.9443177663013606,0.24371659953161426,0.04311528982060583,0.13807505313344834,0.32880500159779774
12,0.061000000000000006,0.04417264110535188,0.0,0.2333333333333333,0.5757185324307964,0.16621641390214603,0.2384182056148734,0.8454554203234655,0.6955202555343414,0.13492425816763712,0.42155172098301713,0.9443177663013606,0.24551866465592098,0.04351207370574028,0.13807505313344834,0.32880500159779774
13,0.06466666666666666,0.045842726310239834,0.0,0.2333333333333333,0.5687103895588921,0.169231947019734,0.198387266756044,0.847198095037756,0.6885142523197102,0.1394330181785477,0.42155172098301713,0.9443177663013606,0.24811873865790293,0.04372797126085705,0.13807505313344834,0.32880500159779774
14,0.06433333333333333,0.047493859252188235,0.0,0.2333333333333333,0.576612596670504,0.1703249426088331,0.23603092660582567,0.8580142585942672,0.6849360875868399,0.1426492943405635,0.3020698119154916,0.9443177663013606,0.2488231950218711,0.04590132900252436,0.15076060037695438,0.3549403695410867
15,0.06583333333333333,0.04739755033519957,0.0,0.2333333333333333,0.5753230582938097,0.1729787677944799,0.18940124795040872,0.8580142585942672,0.6845842807683787,0.14147650918120838,0.3020698119154916,0.9443177663013606,0.24641923578014385,0.044679151543372125,0.1529826576789787,0.3549403695410867
16,0.06833333333333333,0.04816061092266629,0.0,0.2333333333333333,0.5719021706501117,0.17673592104595387,0.18940124795040872,0.8580142585942672,0.6843326051030084,0.1405722791428118,0.3020698119154916,0.9443177663013606,0.24624528326922807,0.046895700267670495,0.1505927021394912,0.3549403695410867
17,0.069,0.04813291781907448,0.0,0.2333333333333333,0.5714650590621576,0.1744149603423955,0.18940124795040872,0.8594538040807307,0.6880812279790526,0.14021756142749883,0.3020698119154916,0.9596277962466676,0.2444929668131223,0.04772130475157068,0.14193736472122534,0.3549403695410867
18,0.06983333333333333,0.048056390487287604,0.0,0.2333333333333333,0.5595383269216864,0.17218237617098087,0.18940124795040872,0.8594538040807307,0.6842836539885804,0.14117741014154062,0.3020698119154916,0.9596277962466676,0.24403099726085442,0.047030437950978526,0.1505927021394912,0.3549403695410867
19,0.06833333333333333,0.04681523968396046,0.0,0.2333333333333333,0.5627015298455794,0.1741959348930009,0.18940124795040872,0.8594538040807307,0.6802968883353655,0.139845807719329,0.3020698119154916,0.9596277962466676,0.24714977915056838,0.04693426640819612,0.1505927021394912,0.3549403695410867
20,0.07016666666666667,0.0467436864423659,0.0,0.2333333333333333,0.5514807577830763,0.17438576517919605,0.18940124795040872,0.8594538040807307,0.6829779448694171,0.14780330250507948,0.3020698119154916,0.9596277962466676,0.24789363503919595,0.04621311246957844,0.1505927021394912,0.3479840887172127
21,0.0705,0.049207892320914,0.0,0.2333333333333333,0.5631694624020356,0.17189078985150683,0.18940124795040872,0.8594538040807307,0.6919044501459556,0.15189118696942241,0.3020698119154916,0.9596277962466676,0.24832856786127822,0.048685511382959984,0.12476537525470677,0.3479840887172127
22,0.07083333333333332,0.0479800305682826,0.0,0.2333333333333333,0.5683597895762955,0.16842251196526192,0.18940124795040872,0.8594538040807307,0.6930855241784322,0.1522923318668942,0.3020698119154916,0.9596277962466676,0.2488400544973024,0.05066926702001272,0.12476537525470677,0.3944703370408311
23,0.07133333333333333,0.04807863928560745,0.0,0.2333333333333333,0.5711275253371603,0.16962964921329413,0.18940124795040872,0.8594538040807307,0.6950358307669569,0.1523193689085858,0.3020698119154916,0.9596277962466676,0.2509600415398432,0.05031199002972589,0.12476537525470677,0.3944703370408311
24,0.07216666666666666,0.047845526901105856,0.0,0.2333333333333333,0.5787554724862004,0.1705132053929024,0.18940124795040872,0.8594538040807307,0.6977935144910815,0.1529768063546569,0.3020698119154916,0.9596277962466676,0.25071619135413487,0.049981788866679144,0.12476537525470677,0.3944703370408311
25,0.072,0.04920930354674363,0.0,0.2333333333333333,0.571507311829841,0.17061431964117924,0.18940124795040872,0.8594538040807307,0.6877300754995938,0.1544853875288913,0.3020698119154916,0.9596277962466676,0.24847101581961517,0.05137005915817118,0.12388719291216033,0.3944703370408311
26,0.073,0.05032008655707094,0.0,0.2333333333333333,0.580622025342343,0.16448691524614112,0.18940124795040872,0.8594538040807307,0.6919830163106924,0.1539010807720224,0.3020698119154916,0.9596277962466676,0.25044207444953737,0.050463974018089046,0.12476537525470677,0.3944703370408311
27,0.07183333333333333,0.05086447133751067,0.0,0.2333333333333333,0.5779837921573298,0.16904422921976353,0.18940124795040872,0.8594538040807307,0.6870633165320196,0.15614358637896927,0.3020698119154916,0.9596277962466676,0.25011392521921727,0.05107625547088391,0.12476537525470677,0.3944703370408311
28,0.06883333333333333,0.05156737771541659,0.0,0.26666666666666666,0.5953290833749536,0.1673244389728435,0.22405191548220213,0.873984759108013,0.6841082481846861,0.15539956099032673,0.3020698119154916,0.9596277962466676,0.2510709018821419,0.05264571431950974,0.12476537525470677,0.3944703370408311
29,0.0705,0.05109114948359995,0.0,0.26666666666666666,0.5910918096414373,0.1699595146594374,0.22405191548220213,0.873984759108013,0.6862612158472848,0.15560408446904786,0.3020698119154916,0.9596277962466676,0.24930808054253448,0.051163646432125204,0.12476537525470677,0.3944703370408311
30,0.07616666666666666,0.05298086656730166,0.0,0.26666666666666666,0.5811705408618686,0.16338869372457795,0.22405191548220213,0.873984759108013,0.6917406110944927,0.16285827835737648,0.3020698119154916,0.9694915886919242,0.24684578307645388,0.04917191948686207,0.1505927021394912,0.3944703370408311
31,0.07716666666666666,0.0564532746811221,0.0,0.26666666666666666,0.5825880244803223,0.165573739307178,0.22405191548220213,0.873984759108013,0.6780301796077007,0.15730380080828463,0.3020698119154916,0.9596277962466676,0.2475483186636921,0.050917008821714,0.1350955186566004,0.3944703370408311
32,0.07783333333333332,0.0542655507665775,0.0,0.26666666666666666,0.5773014340253971,0.16331599135531663,0.22405191548220213,0.8719436705072691,0.6840417423201995,0.15893608342753193,0.3020698119154916,0.9596277962466676,0.24312192367150878,0.05131144249693141,0.1350955186566004,0.3944703370408311
